,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
579,Mason Greenwood,26.0,eng ENG,RW,76,26,35,74.3,390,106,0,0,,23,28,82.1,3,7,42.9,0,0.1,1,3,1,0,3,07/26/20,Manchester Utd,Leicester City
580,Jesse Lingard,14.0,eng ENG,RW,14,1,1,100.0,8,0,0,0,,1,1,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
581,Bruno Fernandes,18.0,pt POR,AM,85,31,51,60.8,547,148,2,9,22.2,23,28,82.1,6,14,42.9,0,0.1,1,4,1,0,4,07/26/20,Manchester Utd,Leicester City
582,Scott McTominay,39.0,sco SCO,DM,5,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
583,Nemanja Matic,31.0,rs SRB,DM,90,58,68,85.3,1128,258,0,2,0.0,45,51,88.2,13,15,86.7,0,0.0,0,3,0,0,2,07/26/20,Manchester Utd,Leicester City
584,Paul Pogba,6.0,fr FRA,"DM,AM",90,46,57,80.7,1030,204,0,1,0.0,30,34,88.2,16,22,72.7,0,0.1,1,9,1,0,5,07/26/20,Manchester Utd,Leicester City
585,Brandon Williams,53.0,eng ENG,LB,90,65,73,89.0,983,309,0,0,,59,64,92.2,6,9,66.7,0,0.0,0,5,0,0,6,07/26/20,Manchester Utd,Leicester City
586,Harry Maguire,5.0,eng ENG,CB,90,47,51,92.2,1120,240,1,2,50.0,27,29,93.1,19,20,95.0,0,0.0,0,2,0,0,0,07/26/20,Manchester Utd,Leicester City
587,Victor Lindelof,2.0,se SWE,CB,90,49,59,83.1,999,340,0,0,,39,44,88.6,10,15,66.7,0,0.0,0,1,0,0,2,07/26/20,Manchester Utd,Leicester City
588,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,63,69,91.3,838,240,4,6,66.7,58,60,96.7,1,3,33.3,0,0.0,0,5,0,0,3,07/26/20,Manchester Utd,Leicester City
589,David de Gea,1.0,es ESP,GK,90,19,24,79.2,554,307,0,0,,9,9,100.0,10,15,66.7,0,0.0,0,1,0,0,0,07/26/20,Manchester Utd,Leicester City
