,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
159,James McArthur,18.0,sco SCO,CM,30-308,90,0,0,0,2,0,0,0,0,3,0,0,0,14,0,0,,08/11/2018,Crystal Palace,Fulham
160,Luka MilivojeviÄ,4.0,rs SRB,CM,27-126,90,0,0,0,3,0,0,1,1,2,0,0,0,12,0,1,0.0,08/11/2018,Crystal Palace,Fulham
161,Patrick van Aanholt,3.0,nl NED,LB,27-347,89,0,0,0,0,0,2,4,0,0,0,0,0,12,0,0,,08/11/2018,Crystal Palace,Fulham
162,Pape SouarÃ©,27.0,sn SEN,LB,28-066,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,08/11/2018,Crystal Palace,Fulham
163,Mamadou Sakho,12.0,fr FRA,CB,28-179,90,0,0,0,0,1,0,0,1,2,0,0,0,5,0,1,0.0,08/11/2018,Crystal Palace,Fulham
164,James Tomkins,5.0,eng ENG,CB,29-135,90,0,0,0,0,0,0,0,0,1,0,0,0,12,5,0,100.0,08/11/2018,Crystal Palace,Fulham
165,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-258,90,0,0,0,0,1,0,0,3,0,0,0,0,12,0,0,,08/11/2018,Crystal Palace,Fulham
166,Wayne Hennessey,13.0,wal WAL,GK,31-199,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,08/11/2018,Crystal Palace,Fulham
167,Diogo Jota,18.0,pt POR,FW,21-250,90,0,0,0,2,1,0,3,0,0,0,0,0,5,0,2,0.0,08/11/2018,Wolves,Everton
168,RaÃºl JimÃ©nez,9.0,mx MEX,FW,27-098,90,0,0,0,0,1,2,2,0,0,0,0,0,10,0,1,0.0,08/11/2018,Wolves,Everton
169,HÃ©lder Costa,10.0,pt POR,FW,24-211,70,0,0,0,1,1,0,1,0,1,0,0,0,4,0,1,0.0,08/11/2018,Wolves,Everton
170,LÃ©o Bonatini,33.0,br BRA,FW,24-136,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,08/11/2018,Wolves,Everton
171,Jonny Castro,19.0,es ESP,LM,24-161,75,0,0,0,1,1,0,1,3,0,0,0,0,5,1,1,50.0,08/11/2018,Wolves,Everton
172,RÃºben Vinagre,29.0,pt POR,LM,19-124,15,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,08/11/2018,Wolves,Everton
173,RÃºben Neves,8.0,pt POR,CM,21-151,90,0,0,0,1,2,0,2,2,1,0,0,0,11,0,0,,08/11/2018,Wolves,Everton
174,JoÃ£o Moutinho,28.0,pt POR,CM,31-337,84,0,0,0,0,1,0,1,0,1,0,0,0,13,1,1,50.0,08/11/2018,Wolves,Everton
175,Morgan Gibbs-White,17.0,eng ENG,CM,18-196,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,08/11/2018,Wolves,Everton
176,Matt Doherty,2.0,ie IRL,RM,26-207,90,0,0,0,1,0,0,3,0,0,0,0,0,13,5,1,83.3,08/11/2018,Wolves,Everton
177,Willy Boly,15.0,ci CIV,CB,27-189,90,0,0,0,0,0,0,0,1,4,0,0,0,13,3,0,100.0,08/11/2018,Wolves,Everton
178,Conor Coady,16.0,eng ENG,CB,25-167,90,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,100.0,08/11/2018,Wolves,Everton
179,Ryan Bennett,5.0,eng ENG,CB,28-158,90,0,0,0,2,0,0,0,0,1,0,0,0,21,3,4,42.9,08/11/2018,Wolves,Everton
180,Rui PatrÃ­cio,11.0,pt POR,GK,30-177,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,08/11/2018,Wolves,Everton
181,Cenk Tosun,14.0,tr TUR,FW,27-065,80,0,0,0,0,1,0,1,0,1,0,0,0,5,1,4,20.0,08/11/2018,Everton,Wolves
182,Oumar Niasse,19.0,sn SEN,FW,28-115,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,08/11/2018,Everton,Wolves
183,Richarlison,30.0,br BRA,LW,21-093,85,1,0,0,1,3,0,0,1,1,0,0,0,7,2,8,20.0,08/11/2018,Everton,Wolves
184,Lucas Digne,12.0,fr FRA,LW,25-022,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,08/11/2018,Everton,Wolves
185,Theo Walcott,11.0,eng ENG,RW,29-148,90,0,0,0,1,0,1,1,0,3,0,0,0,3,0,1,0.0,08/11/2018,Everton,Wolves
186,Gylfi SigurÃ°sson,10.0,is ISL,AM,28-337,42,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,,08/11/2018,Everton,Wolves
187,Mason Holgate,2.0,eng ENG,"CB,AM",21-293,48,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,08/11/2018,Everton,Wolves
188,Idrissa Gana Gueye,17.0,sn SEN,CM,28-319,90,0,0,0,0,0,0,0,2,1,0,0,0,14,2,1,66.7,08/11/2018,Everton,Wolves
189,Morgan Schneiderlin,18.0,fr FRA,CM,28-276,90,0,0,0,2,1,0,0,2,2,0,0,0,12,3,1,75.0,08/11/2018,Everton,Wolves
190,Leighton Baines,3.0,eng ENG,LB,33-243,90,0,0,0,0,0,1,3,3,2,0,0,0,10,0,0,,08/11/2018,Everton,Wolves
191,Michael Keane,4.0,eng ENG,CB,25-212,90,0,0,0,0,0,0,0,1,1,0,0,0,8,4,0,100.0,08/11/2018,Everton,Wolves
192,Phil Jagielka,6.0,eng ENG,"AM,CB",35-359,39,0,1,0,1,0,0,0,0,1,0,0,0,5,1,0,100.0,08/11/2018,Everton,Wolves
193,SÃ©amus Coleman,23.0,ie IRL,RB,29-304,90,0,0,0,0,2,0,0,1,3,0,0,0,10,0,0,,08/11/2018,Everton,Wolves
194,Jordan Pickford,1.0,eng ENG,GK,24-157,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,08/11/2018,Everton,Wolves
195,Nathan Redmond,22.0,eng ENG,FW,24-159,90,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,,08/12/2018,Southampton,Burnley
196,Charlie Austin,10.0,eng ENG,FW,29-038,71,0,0,0,2,2,0,0,0,0,0,0,0,4,0,2,0.0,08/12/2018,Southampton,Burnley
197,Manolo Gabbiadini,20.0,it ITA,FW,26-259,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,08/12/2018,Southampton,Burnley
198,Stuart Armstrong,17.0,sco SCO,FW,26-135,55,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,,08/12/2018,Southampton,Burnley
199,Danny Ings,9.0,eng ENG,FW,26-020,35,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,66.7,08/12/2018,Southampton,Burnley
200,Ryan Bertrand,21.0,eng ENG,LM,29-007,90,0,0,0,0,1,0,3,0,2,0,0,0,7,0,1,0.0,08/12/2018,Southampton,Burnley
201,Mario Lemina,18.0,ga GAB,CM,24-345,90,0,0,0,4,1,0,1,0,0,0,0,0,9,0,0,,08/12/2018,Southampton,Burnley
202,Oriol Romeu,14.0,es ESP,CM,26-322,90,0,0,0,0,0,0,0,0,2,0,0,0,14,1,1,50.0,08/12/2018,Southampton,Burnley
203,CÃ©dric Soares,2.0,pt POR,RM,26-346,55,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,08/12/2018,Southampton,Burnley
204,Mohamed Elyounoussi,11.0,no NOR,RM,24-008,35,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,100.0,08/12/2018,Southampton,Burnley
205,Wesley Hoedt,6.0,nl NED,CB,24-159,90,0,0,0,0,0,0,0,0,1,0,0,0,9,0,3,0.0,08/12/2018,Southampton,Burnley
206,Jannik Vestergaard,4.0,dk DEN,CB,26-009,90,0,0,0,2,1,0,0,1,0,0,0,0,21,4,1,80.0,08/12/2018,Southampton,Burnley
207,Jack Stephens,5.0,eng ENG,CB,24-197,90,0,0,0,0,1,0,1,1,1,0,0,0,22,2,0,100.0,08/12/2018,Southampton,Burnley
208,Alex McCarthy,1.0,eng ENG,GK,28-252,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,08/12/2018,Southampton,Burnley
209,Chris Wood,11.0,nz NZL,FW,26-248,72,0,0,0,1,2,4,0,0,0,0,0,0,3,0,3,0.0,08/12/2018,Burnley,Southampton
210,Sam Vokes,9.0,wal WAL,FW,28-295,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,50.0,08/12/2018,Burnley,Southampton
211,Jeff Hendrick,13.0,ie IRL,FW,26-193,75,0,0,0,1,0,0,3,1,0,0,0,0,2,2,1,66.7,08/12/2018,Burnley,Southampton
212,Ashley Barnes,10.0,eng ENG,FW,28-286,15,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,08/12/2018,Burnley,Southampton
213,JÃ³hann Berg GuÃ°mundsson,7.0,is ISL,LM,27-289,86,0,0,0,0,2,0,4,0,0,0,0,0,12,0,1,0.0,08/12/2018,Burnley,Southampton
214,Charlie Taylor,3.0,eng ENG,LM,24-328,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,08/12/2018,Burnley,Southampton
215,Jack Cork,4.0,eng ENG,CM,29-048,90,1,0,0,3,1,1,0,2,0,0,0,0,11,1,1,50.0,08/12/2018,Burnley,Southampton
216,Ashley Westwood,18.0,eng ENG,CM,28-133,90,0,0,0,1,2,0,0,2,0,0,0,0,14,0,1,0.0,08/12/2018,Burnley,Southampton
217,Aaron Lennon,25.0,eng ENG,RM,31-118,90,0,0,0,1,0,0,2,0,3,0,0,0,3,0,2,0.0,08/12/2018,Burnley,Southampton
218,Stephen Ward,23.0,ie IRL,LB,32-357,90,0,0,0,0,2,0,1,1,0,0,0,0,10,0,0,,08/12/2018,Burnley,Southampton
219,Ben Mee,6.0,eng ENG,CB,28-323,90,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,,08/12/2018,Burnley,Southampton
220,James Tarkowski,5.0,eng ENG,CB,25-266,90,0,0,0,0,0,0,0,1,1,0,0,0,19,4,0,100.0,08/12/2018,Burnley,Southampton
221,Matthew Lowton,2.0,eng ENG,RB,29-064,90,0,0,0,1,0,0,2,1,0,0,0,0,14,1,0,100.0,08/12/2018,Burnley,Southampton
222,Joe Hart,20.0,eng ENG,GK,31-115,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,08/12/2018,Burnley,Southampton
223,Sadio ManÃ©,10.0,sn SEN,FW,26-124,81,0,0,0,0,2,1,3,0,2,0,0,0,5,0,0,,08/12/2018,Liverpool,West Ham
224,Xherdan Shaqiri,23.0,ch SUI,FW,26-306,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,08/12/2018,Liverpool,West Ham
225,Roberto Firmino,9.0,br BRA,FW,26-314,68,0,0,0,1,1,0,2,0,1,0,0,0,3,0,0,,08/12/2018,Liverpool,West Ham
226,Jordan Henderson,14.0,eng ENG,LM,28-056,22,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,,08/12/2018,Liverpool,West Ham
227,Mohamed Salah,11.0,eg EGY,FW,26-058,86,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,,08/12/2018,Liverpool,West Ham
228,Daniel Sturridge,15.0,eng ENG,FW,28-345,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,08/12/2018,Liverpool,West Ham
229,Naby KeÃ¯ta,8.0,gn GUI,"LM,FW",23-183,90,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,100.0,08/12/2018,Liverpool,West Ham
230,Georginio Wijnaldum,5.0,nl NED,CM,27-274,90,0,0,0,2,0,1,0,0,0,0,0,0,11,0,1,0.0,08/12/2018,Liverpool,West Ham
231,James Milner,7.0,eng ENG,RM,32-220,90,0,0,0,3,0,0,4,1,1,0,0,0,8,1,0,100.0,08/12/2018,Liverpool,West Ham
232,Andrew Robertson,26.0,sco SCO,LB,24-154,90,0,0,0,0,0,0,4,2,1,0,0,0,9,0,1,0.0,08/12/2018,Liverpool,West Ham
233,Virgil van Dijk,4.0,nl NED,CB,27-035,90,0,0,0,0,1,0,0,2,0,0,0,0,10,0,0,,08/12/2018,Liverpool,West Ham
234,Joe Gomez,12.0,eng ENG,CB,21-081,90,0,0,0,3,1,0,0,0,1,0,0,0,13,0,1,0.0,08/12/2018,Liverpool,West Ham
235,Trent Alexander-Arnold,66.0,eng ENG,RB,19-309,90,1,0,0,1,1,1,6,1,2,0,0,0,9,0,0,,08/12/2018,Liverpool,West Ham
236,Alisson,13.0,br BRA,GK,25-314,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,08/12/2018,Liverpool,West Ham
237,Marko ArnautoviÄ,7.0,at AUT,FW,29-115,66,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,,08/12/2018,West Ham,Liverpool
238,Andriy Yarmolenko,20.0,ua UKR,"RW,FW",28-293,24,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,,08/12/2018,West Ham,Liverpool
239,Felipe Anderson,8.0,br BRA,"LW,RW",25-119,61,0,0,0,0,1,0,1,1,1,0,0,0,7,1,0,100.0,08/12/2018,West Ham,Liverpool
240,Javier HernÃ¡ndez,17.0,mx MEX,"FW,RW",30-072,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,08/12/2018,West Ham,Liverpool
241,Michail Antonio,30.0,eng ENG,"RW,LW",28-137,90,1,0,0,2,2,1,1,0,3,0,0,0,5,1,1,50.0,08/12/2018,West Ham,Liverpool
242,Jack Wilshere,19.0,eng ENG,"AM,DM",26-223,90,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,,08/12/2018,West Ham,Liverpool
243,Declan Rice,41.0,eng ENG,CM,19-210,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,08/12/2018,West Ham,Liverpool
244,Robert Snodgrass,11.0,sco SCO,"AM,CM",30-339,45,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,,08/12/2018,West Ham,Liverpool
245,Mark Noble,16.0,eng ENG,"CM,DM",31-096,90,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,,08/12/2018,West Ham,Liverpool
246,Arthur Masuaku,26.0,cd COD,LB,24-278,90,0,0,0,1,0,0,1,1,3,0,0,0,9,0,0,,08/12/2018,West Ham,Liverpool
247,Angelo Ogbonna,21.0,it ITA,CB,30-081,90,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,08/12/2018,West Ham,Liverpool
248,FabiÃ¡n Balbuena,4.0,py PAR,CB,26-354,90,1,0,0,2,0,0,0,1,0,0,0,0,5,1,0,100.0,08/12/2018,West Ham,Liverpool
249,Ryan Fredericks,24.0,eng ENG,RB,25-306,90,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,,08/12/2018,West Ham,Liverpool
250,Åukasz FabiaÅski,1.0,pl POL,GK,33-116,90,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,08/12/2018,West Ham,Liverpool
251,Pierre-Emerick Aubameyang,14.0,ga GAB,"FW,LW",29-055,90,0,0,0,0,1,1,1,0,0,0,0,0,4,0,2,0.0,08/12/2018,Arsenal,Manchester City
252,Henrikh Mkhitaryan,7.0,am ARM,"LW,RW",29-203,90,0,0,0,0,0,0,2,0,3,0,0,0,6,1,1,50.0,08/12/2018,Arsenal,Manchester City
253,Mesut Ãzil,10.0,de GER,"RW,AM",29-301,90,0,0,0,0,2,2,0,1,0,0,0,0,10,0,0,,08/12/2018,Arsenal,Manchester City
254,Aaron Ramsey,8.0,wal WAL,AM,27-229,53,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,50.0,08/12/2018,Arsenal,Manchester City
255,Alexandre Lacazette,9.0,fr FRA,FW,27-076,37,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0.0,08/12/2018,Arsenal,Manchester City
256,Granit Xhaka,34.0,ch SUI,CM,25-319,69,1,0,0,1,1,0,1,0,1,0,0,0,7,1,1,50.0,08/12/2018,Arsenal,Manchester City
257,Lucas Torreira,11.0,uy URU,CM,22-182,21,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,,08/12/2018,Arsenal,Manchester City
258,MattÃ©o Guendouzi,29.0,fr FRA,CM,19-120,90,0,0,0,1,3,0,0,4,2,0,0,0,7,0,0,,08/12/2018,Arsenal,Manchester City
259,Ainsley Maitland-Niles,15.0,eng ENG,LB,20-348,34,0,0,0,1,2,0,1,0,1,0,0,0,2,0,1,0.0,08/12/2018,Arsenal,Manchester City
260,Stephan Lichtsteiner,12.0,ch SUI,LB,34-208,56,0,0,0,2,2,2,5,0,0,0,0,0,3,0,2,0.0,08/12/2018,Arsenal,Manchester City
261,Sokratis Papastathopoulos,5.0,gr GRE,CB,30-064,90,1,0,0,2,0,0,0,0,0,0,0,0,8,1,0,100.0,08/12/2018,Arsenal,Manchester City
262,Shkodran Mustafi,20.0,de GER,CB,26-117,90,0,0,0,1,1,0,0,1,1,0,0,0,10,2,0,100.0,08/12/2018,Arsenal,Manchester City
263,HÃ©ctor BellerÃ­n,2.0,es ESP,RB,23-146,90,0,0,0,1,1,0,0,3,0,0,0,0,8,0,0,,08/12/2018,Arsenal,Manchester City
264,Petr Äech,1.0,cz CZE,GK,36-084,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,08/12/2018,Arsenal,Manchester City
265,Sergio AgÃ¼ero,10.0,ar ARG,FW,30-071,78,0,0,0,1,2,1,0,0,1,0,0,0,5,0,0,,08/12/2018,Manchester City,Arsenal
266,Gabriel Jesus,33.0,br BRA,FW,21-131,12,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0,08/12/2018,Manchester City,Arsenal
267,Raheem Sterling,7.0,eng ENG,AM,23-247,86,1,0,0,3,1,0,2,1,0,0,0,0,5,0,1,0.0,08/12/2018,Manchester City,Arsenal
268,Leroy SanÃ©,19.0,de GER,AM,22-213,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,08/12/2018,Manchester City,Arsenal
269,Bernardo Silva,20.0,pt POR,AM,24-002,90,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0.0,08/12/2018,Manchester City,Arsenal
270,Riyad Mahrez,26.0,dz ALG,AM,27-172,59,0,0,0,3,1,1,2,0,0,0,0,0,4,0,0,,08/12/2018,Manchester City,Arsenal
271,Kevin De Bruyne,17.0,be BEL,AM,27-045,31,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,,08/12/2018,Manchester City,Arsenal
272,Fernandinho,25.0,br BRA,CM,33-100,90,0,0,0,1,1,0,0,1,0,0,0,0,8,0,1,0.0,08/12/2018,Manchester City,Arsenal
273,Ä°lkay GÃ¼ndoÄan,8.0,de GER,CM,27-292,90,0,0,0,1,2,0,1,1,1,0,0,0,9,2,0,100.0,08/12/2018,Manchester City,Arsenal
274,Benjamin Mendy,22.0,fr FRA,LB,24-026,90,0,0,0,0,0,0,5,1,1,0,0,0,11,0,1,0.0,08/12/2018,Manchester City,Arsenal
275,Aymeric Laporte,14.0,fr FRA,CB,24-077,90,0,0,0,2,1,0,0,1,0,0,0,0,9,0,0,,08/12/2018,Manchester City,Arsenal
276,John Stones,5.0,eng ENG,CB,24-076,90,0,0,0,1,0,0,0,0,1,0,0,0,12,3,0,100.0,08/12/2018,Manchester City,Arsenal
277,Kyle Walker,2.0,eng ENG,RB,28-076,90,0,0,0,1,0,0,2,2,0,0,0,0,12,4,0,100.0,08/12/2018,Manchester City,Arsenal
278,Ederson,31.0,br BRA,GK,24-360,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,08/12/2018,Manchester City,Arsenal
279,Kenneth Zohore,10.0,dk DEN,FW,24-199,90,0,0,0,3,4,1,1,0,0,0,0,0,5,2,6,25.0,08/18/2018,Cardiff City,Newcastle Utd
280,Josh Murphy,11.0,eng ENG,LW,23-175,77,0,0,0,1,3,0,5,2,0,0,0,0,8,1,0,100.0,08/18/2018,Cardiff City,Newcastle Utd
281,Nathaniel Mendez-Laing,19.0,eng ENG,RW,26-125,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,08/18/2018,Cardiff City,Newcastle Utd
282,Junior Hoilett,33.0,ca CAN,"RW,LW",28-074,82,0,0,0,1,2,0,1,1,1,0,0,0,8,0,2,0.0,08/18/2018,Cardiff City,Newcastle Utd
283,Callum Paterson,13.0,sco SCO,AM,23-309,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,100.0,08/18/2018,Cardiff City,Newcastle Utd
284,Harry Arter,7.0,ie IRL,"CM,DM",28-233,90,1,0,0,3,0,1,0,1,6,0,0,0,12,0,2,0.0,08/18/2018,Cardiff City,Newcastle Utd
285,VÃ­ctor Camarasa,21.0,es ESP,CM,24-082,75,1,0,0,1,3,0,0,1,0,0,0,0,7,0,0,,08/18/2018,Cardiff City,Newcastle Utd
286,Bobby Reid,14.0,jm JAM,"LW,AM,CM",25-197,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,08/18/2018,Cardiff City,Newcastle Utd
287,Joe Ralls,8.0,eng ENG,DM,24-309,90,0,0,0,1,0,0,4,2,2,0,0,0,12,0,1,0.0,08/18/2018,Cardiff City,Newcastle Utd
288,Joe Bennett,3.0,eng ENG,LB,28-143,90,0,0,0,0,2,0,1,1,0,0,0,0,15,4,1,80.0,08/18/2018,Cardiff City,Newcastle Utd
289,Sol Bamba,22.0,ci CIV,CB,33-217,90,0,0,0,2,0,0,0,2,1,0,0,0,25,6,0,100.0,08/18/2018,Cardiff City,Newcastle Utd
290,Sean Morrison,4.0,eng ENG,CB,27-222,90,0,0,0,1,2,0,0,4,1,0,1,0,18,3,2,60.0,08/18/2018,Cardiff City,Newcastle Utd
291,Bruno Ecuele Manga,5.0,ga GAB,RB,30-033,90,0,0,0,1,0,0,0,1,1,0,0,0,15,2,1,66.7,08/18/2018,Cardiff City,Newcastle Utd
292,Neil Etheridge,1.0,ph PHI,GK,28-192,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,08/18/2018,Cardiff City,Newcastle Utd
293,Joselu,21.0,es ESP,FW,28-144,90,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0.0,08/18/2018,Newcastle Utd,Cardiff City
294,Ayoze PÃ©rez,17.0,es ESP,FW,25-026,64,0,0,0,1,1,0,0,1,0,0,0,0,5,0,1,0.0,08/18/2018,Newcastle Utd,Cardiff City
295,Yoshinori MutÅ,13.0,jp JPN,FW,26-034,26,0,0,0,2,0,0,0,0,1,0,0,0,3,2,1,66.7,08/18/2018,Newcastle Utd,Cardiff City
296,Kenedy,15.0,br BRA,"LM,CM",22-191,90,0,0,0,1,4,0,0,2,1,0,0,0,10,0,1,0.0,08/18/2018,Newcastle Utd,Cardiff City
297,Matt Ritchie,11.0,sco SCO,RM,28-342,69,1,0,0,1,0,0,0,1,0,0,0,0,5,0,3,0.0,08/18/2018,Newcastle Utd,Cardiff City
298,Jacob Murphy,7.0,eng ENG,RB,23-175,21,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,0.0,08/18/2018,Newcastle Utd,Cardiff City
299,Mohamed DiamÃ©,10.0,sn SEN,"DM,CM",31-065,90,0,0,0,3,1,0,0,0,3,0,0,0,24,3,2,60.0,08/18/2018,Newcastle Utd,Cardiff City
300,Jonjo Shelvey,8.0,eng ENG,DM,26-172,90,0,0,0,1,0,0,1,1,1,0,0,0,20,1,1,50.0,08/18/2018,Newcastle Utd,Cardiff City
301,Paul Dummett,3.0,wal WAL,LB,26-326,90,0,0,0,0,0,0,0,2,0,0,0,0,15,3,0,100.0,08/18/2018,Newcastle Utd,Cardiff City
302,Ciaran Clark,2.0,ie IRL,CB,28-326,90,0,0,0,0,2,0,0,1,1,0,0,0,17,2,2,50.0,08/18/2018,Newcastle Utd,Cardiff City
303,Jamaal Lascelles,6.0,eng ENG,CB,24-280,90,0,0,0,2,1,0,0,1,1,0,0,0,14,4,1,80.0,08/18/2018,Newcastle Utd,Cardiff City
304,Javier Manquillo,19.0,es ESP,RB,24-105,45,1,0,0,2,0,0,0,2,0,0,0,0,8,1,0,100.0,08/18/2018,Newcastle Utd,Cardiff City
305,Isaac Hayden,14.0,eng ENG,"RB,AM",23-149,20,0,1,0,3,1,0,0,1,1,0,0,0,5,0,0,,08/18/2018,Newcastle Utd,Cardiff City
306,Martin DÃºbravka,12.0,sk SVK,GK,29-215,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,08/18/2018,Newcastle Utd,Cardiff City
307,Cenk Tosun,14.0,tr TUR,FW,27-072,74,0,0,0,0,3,1,1,0,1,0,0,0,2,1,0,100.0,08/18/2018,Everton,Southampton
308,Dominic Calvert-Lewin,29.0,eng ENG,"FW,AM",21-155,16,0,0,0,1,1,0,2,1,0,0,0,0,1,0,2,0.0,08/18/2018,Everton,Southampton
309,Richarlison,30.0,br BRA,AM,21-100,85,0,0,0,0,1,0,1,1,1,0,0,0,9,3,1,75.0,08/18/2018,Everton,Southampton
310,Oumar Niasse,19.0,sn SEN,FW,28-122,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,08/18/2018,Everton,Southampton
311,Gylfi SigurÃ°sson,10.0,is ISL,AM,28-344,90,0,0,0,2,5,0,0,0,0,0,0,0,10,0,1,0.0,08/18/2018,Everton,Southampton
312,Theo Walcott,11.0,eng ENG,AM,29-155,90,0,0,0,1,3,1,1,1,0,0,0,0,5,0,1,0.0,08/18/2018,Everton,Southampton
313,Morgan Schneiderlin,18.0,fr FRA,CM,28-283,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,08/18/2018,Everton,Southampton
314,Tom Davies,26.0,eng ENG,CM,20-049,67,0,0,0,0,2,0,0,0,1,0,0,0,8,0,2,0.0,08/18/2018,Everton,Southampton
315,Idrissa Gana Gueye,17.0,sn SEN,CM,28-326,90,0,0,0,3,3,0,0,1,1,0,0,0,17,0,2,0.0,08/18/2018,Everton,Southampton
316,Leighton Baines,3.0,eng ENG,LB,33-250,90,0,0,0,0,0,0,3,0,0,0,0,0,7,0,1,0.0,08/18/2018,Everton,Southampton
317,Michael Keane,4.0,eng ENG,CB,25-219,90,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,33.3,08/18/2018,Everton,Southampton
318,Mason Holgate,2.0,eng ENG,CB,21-300,90,0,0,0,0,1,0,0,1,0,0,0,0,25,3,1,75.0,08/18/2018,Everton,Southampton
319,SÃ©amus Coleman,23.0,ie IRL,RB,29-311,90,0,0,0,0,1,0,2,0,1,0,0,0,10,0,0,,08/18/2018,Everton,Southampton
320,Jordan Pickford,1.0,eng ENG,GK,24-164,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,08/18/2018,Everton,Southampton
321,Charlie Austin,10.0,eng ENG,FW,29-044,57,0,0,0,1,1,3,1,0,0,0,0,0,5,3,1,75.0,08/18/2018,Southampton,Everton
322,Shane Long,7.0,ie IRL,FW,31-208,33,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,75.0,08/18/2018,Southampton,Everton
323,Danny Ings,9.0,eng ENG,FW,26-026,90,0,0,0,2,1,0,2,0,0,0,0,0,5,0,0,,08/18/2018,Southampton,Everton
324,Nathan Redmond,22.0,eng ENG,LM,24-165,90,0,0,0,1,1,0,2,0,0,0,0,0,6,0,0,,08/18/2018,Southampton,Everton
325,Mario Lemina,18.0,ga GAB,CM,24-351,90,1,0,0,2,0,0,1,4,0,0,0,0,10,2,1,66.7,08/18/2018,Southampton,Everton
326,Oriol Romeu,14.0,es ESP,CM,26-328,71,1,0,0,3,0,0,0,0,1,0,0,0,6,1,0,100.0,08/18/2018,Southampton,Everton
