"","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP/G","% Owned","+/-","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","6S","Off","PA","AP","PC%","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","#","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","defPts","offPts"
"19","Arsenal",14,"David Luiz","ARS","D",96,"FA","ARS 2<br/>@NOR 2 F",-1.25,-1.25,"84%","23.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,54,50,92.6,4,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,2,1,1,0,0,0,4,0,0,5,9,5,0,0,0,0,0,0,0,2,0,0,"12/01/19",3798,23,"br BRA","CB",90,0,0,0,0,1,0,0,0,63,5,0,1,2,0,0,0,0,0,51,57,89.5,339,41,222,0,1,"Norwich City",1.4,1.15,0.0800000000000001,0.930000000000001,0.25,0,0,0,0,-0.5,0,0,0,-2.3,0.48,-0.569999999999999,0.5
"21","Arsenal",14,"Shkodran Mustafi","ARS","D",154,"FA","ARS 2<br/>@NOR 2 F",12,12,"58%","15.30%",1,90,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0.5,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,77,67,87,6,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,4,2,3,0,0,0,0,6,0,0,10,8,6,0,0,0,0,0,0,0,2,0,0,"12/01/19",3799,20,"de GER","CB",90,0,0,0,0,2,0,0,0,87,5,1,2,1,0.3,0.3,0,1,1,68,77,88.3,519,57,141,0,0,"Norwich City",1.4,1.15,0.0800000000000001,9.18,1,3,0,0,2,0,0,0,0,-2.3,0.48,1.18,5
"24","Arsenal",15,"David Luiz","ARS","D",96,"FA","BHA 2<br/>@ARS 1 F",-1.75,-1.75,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,12,1,1,0,0,1,0,0,0,0,0,0,1,43,35,81.4,2,0,0,0,0,0,0,1,0,2,1,3,3,0,0,1,0,1,4,5,1,3,0,0,0,4,0,0,12,13,6,0,0,0,0,0,0,0,2,0,0,"12/05/19",4114,23,"br BRA","CB",90,0,0,0,0,1,1,1,0,52,9,2,2,3,0,0,0,0,0,31,40,77.5,211,33,198,0,1,"Brighton",2.2,1.95,0,-1.65,0.75,0,0,0,2,-0.5,0,0,0,-3.9,0,-1.15,1.5
"25","Arsenal",15,"Sokratis","ARS","D",221,"FA","BHA 2<br/>@ARS 1 F",-1,-1,"26%","7%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,38,36,94.7,1,0,0,0,0,0,0,3,0,0,0,4,4,2,2,2,1,3,6,2,2,1,0,0,0,4,0,0,2,3,2,0,0,0,0,0,0,0,2,0,0,"12/05/19",4115,5,"gr GRE","CB",90,0,0,0,0,0,0,1,0,44,18,0,0,5,0,0,0,1,0,33,33,100,147,29,71,2,2,"Brighton",2.2,1.95,0,-0.9,1,0,0,0,0,0,0,0,0,-3.9,0,-1.9,2
"27","Arsenal",16,"Sokratis","ARS","D",221,"FA","ARS 3<br/>@WHU 1 F",5.25,5.25,"26%","7%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,77,67,87,1,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1,6,3,6,3,0,0,0,2,0,0,10,12,7,0,0,0,0,0,0,0,1,0,0,"12/09/19",4403,5,"gr GRE","CB",90,0,0,0,0,0,0,0,0,86,4,0,0,1,0,0,0,0,0,68,75,90.7,406,67,168,0,0,"West Ham",0.6,0.35,0.72,10.87,1.25,0,0,0,0,0,0,0,0,-0.7,4.32,4.87,0
"28","Arsenal",16,"Calum Chambers","ARS","D",277,"FA","ARS 3<br/>@WHU 1 F",9.75,9.75,"11%","-1.70%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,105,93,88.6,2,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,1,9,1,7,0,0,0,0,6,0,0,12,10,5,0,0,0,0,0,0,0,1,0,0,"12/09/19",4404,21,"eng ENG","CB",90,0,0,0,0,0,0,0,0,111,8,1,3,1,0,0,0,0,0,93,104,89.4,563,84,201,0,0,"West Ham",0.6,0.35,0.72,15.37,0.75,0,0,0,0,0,0,0,0,-0.7,4.32,8.37,0
"30","Arsenal",17,"Calum Chambers","ARS","D",277,"FA","MCI 3<br/>@ARS 0 F",-2.75,-2.75,"11%","-1.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,73,59,80.8,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,0,3,3,5,1,4,0,0,0,5,0,0,15,11,3,0,0,0,0,0,0,0,3,0,0,"12/15/19",4631,21,"eng ENG","CB",90,0,0,0,0,0,0,0,0,77,5,1,1,3,0,0,0,0,0,54,67,80.6,316,54,134,0,0,"Manchester City",1.8,1.55,0,0.15,0.25,0,0,0,0,0,0,0,0,-3.1,0,-1.85,1
"31","Arsenal",17,"Sokratis","ARS","D",221,"FA","MCI 3<br/>@ARS 0 F",-6.25,-6.25,"26%","7%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,54,48,88.9,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,3,1,1,0,0,0,5,0,0,7,7,3,0,0,0,0,0,0,0,3,0,0,"12/15/19",4630,5,"gr GRE","CB",90,0,0,0,0,0,0,1,0,58,10,3,1,1,0,0,0,0,0,48,53,90.6,242,42,127,0,0,"Manchester City",1.8,1.55,0,-3.35,0.25,0,0,0,0,-0.5,0,0,0,-3.1,0,-0.85,-0.5
"32","Arsenal",18,"David Luiz","ARS","D",96,"FA","ARS 0<br/>@EVE 0 F",14.5,14.5,"84%","23.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,74,64,86.5,3,0,0,0,0,0,0,1,0,2,0,8,8,0,0,0,1,0,5,6,3,2,0,0,0,8,0,0,12,8,5,0,0,0,0,0,0,0,0,1,90,"12/21/19",4698,23,"br BRA","CB",90,0,0,0,0,0,0,0,0,85,9,2,2,1,0,0,0,0,0,65,73,89,456,56,204,0,0,"Everton",0.4,0.15,0.88,13.48,2,0,0,0,0,-0.5,0,0,0,-0.3,5.28,10.98,-0.5
"33","Arsenal",18,"Calum Chambers","ARS","D",277,"FA","ARS 0<br/>@EVE 0 F",18.75,18.75,"11%","-1.70%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,78,69,88.5,3,0,0,0,0,0,0,1,0,2,0,7,7,1,1,2,0,0,11,2,7,1,1,0,0,3,0,0,10,18,10,0,0,0,0,0,0,0,0,1,90,"12/21/19",4699,21,"eng ENG","CB",90,0,0,0,0,1,0,1,0,93,8,3,2,0,0.1,0.1,0,1,0,70,77,90.9,390,69,187,1,1,"Everton",0.4,0.15,0.88,18.73,1.75,1,0,2,0,0,0,0,0,-0.3,5.28,10.73,4
"34","Arsenal",19,"David Luiz","ARS","D",96,"FA","ARS 1<br/>@BOU 1 F",5.5,5.5,"84%","23.30%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,86,75,87.2,8,0,0,0,0,0,0,1,0,0,0,6,6,1,0,0,1,0,4,2,4,1,0,0,0,1,0,0,12,8,4,0,0,0,0,0,0,0,1,0,0,"12/26/19",4998,23,"br BRA","CB",90,0,0,0,0,2,0,0,0,98,5,0,0,2,0.1,0.1,0.3,1,0,74,85,87.1,408,80,437,0,1,"Bournemouth",1,0.75,0.4,11.8,1.5,1,2.4,2,0,0,0,0,0,-1.5,2.4,2.4,5.4
"35","Arsenal",19,"Sokratis","ARS","D",221,"FA","ARS 1<br/>@BOU 1 F",1.75,1.75,"26%","7%",1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,62,95.4,1,0,0,0,0,0,0,2,0,1,0,3,3,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,3,5,3,0,1,0,0,0,0,0,1,0,0,"12/26/19",4999,5,"gr GRE","CB",76,0,0,0,0,0,0,0,0,70,6,1,1,0,0,0,0,0,0,62,65,95.4,425,57,99,0,0,"Bournemouth",1,0.75,0.4,4.65,0.75,0,0,0,0,0,0,0,0,-1.5,2.4,3.65,0
"36","Arsenal",2,"Sokratis","ARS","D",52,"FA","BUR 1<br/>@ARS 2 F",10.5,10.5,"26%","7%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,54,46,85.2,5,0,0,0,0,0,1,1,0,2,1,6,6,0,0,0,0,1,7,4,6,3,1,0,0,5,0,0,9,10,4,0,0,0,0,0,0,0,1,0,0,"08/17/19",283,5,"gr GRE","CB",90,0,0,0,0,0,0,0,0,65,2,0,2,4,0,0,0.2,1,0,46,52,88.5,246,36,72,0,0,"Burnley",1.3,1.05,0.16,12.96,1.5,0,1.6,2,0,0,0,0,0,-2.1,0.96,3.36,3.6
"37","Arsenal",2,"David Luiz","ARS","D",529,"FA","BUR 1<br/>@ARS 2 F",-0.25,-0.25,"84%","23.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,60,48,80,6,0,0,0,0,0,0,3,0,1,0,7,7,0,0,0,0,2,3,1,2,0,0,0,0,6,0,0,14,9,3,0,0,0,0,0,0,0,1,0,0,"08/17/19",282,23,"br BRA","CB",90,0,0,0,0,0,0,1,0,76,5,2,1,3,0,0,0,0,0,48,58,82.8,262,51,178,0,0,"Burnley",1.3,1.05,0.16,0.609999999999999,1.75,0,0,0,0,0,0,0,0,-2.1,0.96,1.61,0
"38","Arsenal",20,"David Luiz","ARS","D",96,"FA","CHE 2<br/>@ARS 1 F",-0.5,-0.5,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,52,40,76.9,1,0,0,0,0,0,0,2,1,0,0,6,6,0,0,0,1,2,3,1,3,0,0,0,0,4,0,0,12,14,4,0,0,0,0,0,0,0,2,0,0,"12/29/19",5400,23,"br BRA","CB",90,0,0,0,0,2,1,1,0,58,11,0,0,3,0.1,0.1,0,0,0,39,47,83,305,27,74,0,0,"Chelsea",1.7,1.45,0,1.6,1.5,1,0,0,2,0,0,0,0,-2.9,0,-1.4,3
"39","Arsenal",20,"Shkodran Mustafi","ARS","D",154,"FA","CHE 2<br/>@ARS 1 F",1.75,1.75,"58%","15.30%",1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,40,29,72.5,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,4,5,3,0,0,0,1,0,0,11,7,3,1,0,0,0,0,0,0,2,0,0,"12/29/19",5402,20,"de GER","CB",68,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,23,34,67.6,279,24,71,0,0,"Chelsea",1.7,1.45,0,2.85,0.75,0,0,0,0,0,0,0,0,-2.9,0,-2.15,0
"40","Arsenal",21,"Sokratis","ARS","D",221,"FA","MUN 0<br/>@ARS 2 F",23,23,"26%","7%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,62,53,85.5,1,0,0,0,0,0,0,1,0,1,0,4,4,0,0,1,0,1,6,3,2,0,0,0,1,2,0,0,9,13,5,0,0,0,0,0,0,0,0,1,90,"01/01/20",5704,5,"gr GRE","CB",90,1,0,0,0,1,1,0,0,69,16,1,1,2,0.6,0.6,0,0,0,51,60,85,363,47,155,1,1,"Manchester Utd",0.9,0.65,0.48,14.58,1,6,0,0,2,0,0,0,0,-1.3,2.88,4.58,8
"42","Arsenal",21,"David Luiz","ARS","D",96,"FA","MUN 0<br/>@ARS 2 F",10,10,"84%","23.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,56,48,85.7,6,0,0,0,0,0,0,1,0,1,0,4,4,0,0,1,0,2,3,1,1,0,0,0,0,3,0,0,9,16,10,0,0,0,0,0,0,0,0,1,90,"01/01/20",5703,23,"br BRA","CB",90,0,0,0,0,0,0,0,0,67,8,4,1,3,0,0,0,0,0,50,58,86.2,446,42,297,0,0,"Manchester Utd",0.9,0.65,0.48,5.58,1,0,0,0,0,0,0,0,0,-1.3,2.88,4.58,0
"44","Arsenal",22,"Sokratis","ARS","D",221,"FA","ARS 1<br/>@CRY 1 F",4,4,"26%","7%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,73,63,86.3,3,0,0,0,0,0,0,0,0,1,0,4,4,0,0,1,0,1,5,4,4,0,0,0,0,2,0,0,10,12,7,0,0,0,0,0,0,0,1,0,0,"01/11/20",5800,5,"gr GRE","CB",90,0,0,0,0,0,0,0,0,76,11,1,1,0,0,0,0,0,0,59,66,89.4,502,54,153,0,0,"Crystal Palace",0.4,0.15,0.88,10.98,1,0,0,0,0,0,0,0,0,-0.3,5.28,6.98,0
"45","Arsenal",22,"David Luiz","ARS","D",96,"FA","ARS 1<br/>@CRY 1 F",1.25,1.25,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,88,73,83,13,0,0,0,0,0,0,0,1,1,0,5,5,0,0,1,0,0,3,2,1,1,0,0,0,3,0,0,16,22,15,0,0,0,0,0,0,0,1,0,0,"01/11/20",5799,23,"br BRA","CB",90,0,0,0,0,2,0,0,0,100,4,1,1,2,0,0,0,0,0,72,86,83.7,795,63,272,0,0,"Crystal Palace",0.4,0.15,0.88,8.23,1.25,0,0,0,0,0,0,0,0,-0.3,5.28,7.23,0
"46","Arsenal",23,"Shkodran Mustafi","ARS","D",154,"FA","SHU 1<br/>@ARS 1 F",14.5,14.5,"58%","15.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,64,55,85.9,6,0,0,0,0,0,0,2,0,5,0,6,6,0,0,0,0,0,9,2,7,1,0,0,0,2,0,0,11,4,1,0,0,0,0,0,0,0,1,0,0,"01/18/20",6108,20,"de GER","CB",90,0,0,0,0,1,1,0,0,79,5,1,5,0,0,0,0,0,0,54,62,87.1,249,51,239,0,0,"Sheffield Utd",0.9,0.65,0.48,18.08,1.5,0,0,0,2,0,0,0,0,-1.3,2.88,9.08,2
"47","Arsenal",23,"David Luiz","ARS","D",96,"FA","SHU 1<br/>@ARS 1 F",5.5,5.5,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,80,66,82.5,3,0,0,0,0,0,0,1,0,1,0,2,2,1,1,2,0,1,6,3,4,3,0,0,0,9,0,0,15,15,5,0,0,0,0,0,0,0,1,0,0,"01/18/20",6107,23,"br BRA","CB",90,0,0,0,0,1,0,0,0,89,8,1,1,1,0,0,0,0,0,65,77,84.4,294,64,215,1,1,"Sheffield Utd",0.9,0.65,0.48,9.08,0.5,0,0,0,0,0,0,0,0,-1.3,2.88,4.08,1
"48","Arsenal",24,"Shkodran Mustafi","ARS","D",154,"FA","ARS 2<br/>@CHE 2 F",11.25,11.25,"58%","15.30%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,54,42,77.8,4,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,3,4,1,3,1,1,0,0,5,0,0,12,11,9,0,0,0,0,0,0,0,2,0,0,"01/21/20",6451,20,"de GER","CB",90,0,1,0,0,0,0,0,0,69,5,0,0,5,0,0,0,0,0,43,55,78.2,429,42,185,0,0,"Chelsea",2.9,2.65,0,1.95,2.25,0,0,2,0,0,0,0,0,-5.3,0,-3.05,2
"50","Arsenal",25,"Shkodran Mustafi","ARS","D",154,"FA","ARS 0<br/>@BUR 0 F",17.75,17.75,"58%","15.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,61,45,73.8,0,0,0,0,0,0,0,1,0,2,0,7,7,0,0,0,0,0,8,5,7,3,0,0,0,5,0,0,16,13,6,0,0,0,0,0,0,0,0,1,90,"02/02/20",6828,20,"de GER","CB",90,0,0,0,0,1,0,0,0,71,4,1,2,2,0,0,0,0,0,41,51,80.4,318,34,86,0,0,"Burnley",1.9,1.65,0,8.45,1.75,0,0,0,0,0,0,0,0,-3.3,0,1.45,0
"52","Arsenal",25,"David Luiz","ARS","D",96,"FA","ARS 0<br/>@BUR 0 F",13.25,13.25,"84%","23.30%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,53,38,71.7,3,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,1,1,4,5,3,4,1,0,0,4,0,0,15,12,4,0,0,0,0,0,0,0,0,1,90,"02/02/20",6827,23,"br BRA","CB",90,0,0,0,0,1,0,0,0,61,1,1,0,2,0.1,0.1,0.3,1,0,37,45,82.2,218,33,136,0,0,"Burnley",1.9,1.65,0,7.35,1.25,1,2.4,2,0,0,0,0,0,-3.3,0,-1.05,5.4
"54","Arsenal",26,"David Luiz","ARS","D",96,"FA","NEW 0<br/>@ARS 4 F",7.25,7.25,"84%","23.30%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,73,70,95.9,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,3,0,2,0,0,0,4,0,0,4,8,6,0,0,0,0,0,0,0,0,1,90,"02/16/20",7061,23,"br BRA","CB",90,0,0,0,0,0,0,0,0,78,4,0,1,2,0,0,0,0,0,69,73,94.5,390,59,214,0,0,"Newcastle Utd",0.9,0.65,0.48,2.83,0.25,0,0,0,0,0,0,0,0,-1.3,2.88,2.83,0
"55","Arsenal",26,"Shkodran Mustafi","ARS","D",154,"FA","NEW 0<br/>@ARS 4 F",15.25,15.25,"58%","15.30%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,79,71,89.9,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,7,2,7,1,0,0,0,2,0,0,8,7,5,0,0,0,0,0,0,0,0,1,90,"02/16/20",7062,20,"de GER","CB",90,0,0,0,0,2,0,0,0,84,4,0,0,0,0.2,0.2,0,0,0,65,73,89,439,61,193,0,0,"Newcastle Utd",0.9,0.65,0.48,12.83,2.25,2,0,0,0,0,0,0,0,-1.3,2.88,3.83,2
"56","Arsenal",27,"David Luiz","ARS","D",96,"FA","EVE 2<br/>@ARS 3 F",8.25,8.25,"84%","23.30%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,61,53,86.9,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,2,1,2,1,0,0,4,0,0,8,10,2,0,0,0,0,0,0,0,2,0,0,"02/23/20",7364,23,"br BRA","CB",90,0,1,0,0,0,0,0,0,64,4,1,1,1,0,0,0.4,1,1,52,58,89.7,353,49,154,0,0,"Everton",2,1.75,0,3.95,0.25,0,3.2,2,0,0,0,0,0,-3.5,0,-2.25,5.2
"57","Arsenal",27,"Shkodran Mustafi","ARS","D",154,"FA","EVE 2<br/>@ARS 3 F",6.75,6.75,"58%","15.30%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,51,43,84.3,6,0,0,0,0,0,0,1,0,2,1,7,7,0,0,1,2,0,8,3,4,3,0,0,0,2,0,0,8,5,2,0,0,0,0,0,0,0,2,0,0,"02/23/20",7365,20,"de GER","CB",90,0,0,0,0,1,0,0,0,66,6,3,2,3,0.1,0.1,0,0,0,42,51,82.4,358,39,121,0,0,"Everton",2,1.75,0,8.25,1.75,1,0,0,0,0,0,0,0,-3.5,0,3.25,1
"60","Arsenal",29,"David Luiz","ARS","D",96,"FA","WHU 0<br/>@ARS 1 F",10.75,10.75,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,79,72,91.1,5,0,0,0,0,0,0,2,0,1,1,7,7,0,0,1,0,0,4,1,2,1,0,0,0,1,0,0,7,8,5,0,0,0,0,0,0,0,0,1,90,"03/07/20",7692,23,"br BRA","CB",90,0,0,0,0,0,0,0,0,90,6,2,1,4,0,0,0,0,0,70,74,94.6,328,54,236,0,0,"West Ham",1.8,1.55,0,1.65,1.75,0,0,0,0,0,0,0,0,-3.1,0,-0.35,0
"61","Arsenal",3,"Sokratis","ARS","D",221,"FA","ARS 1<br/>@LIV 3 F",0.75,0.75,"26%","7%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,56,94.9,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,3,5,1,3,1,0,0,0,2,0,0,4,7,6,0,0,0,0,0,0,0,3,0,0,"08/24/19",739,5,"gr GRE","CB",90,0,0,0,0,0,0,0,0,73,12,4,2,4,0,0,0,0,0,56,59,94.9,408,50,119,0,0,"Liverpool",2.3,2.05,0,2.65,0.75,0,0,0,0,0,0,0,0,-4.1,0,-0.35,0
"62","Arsenal",3,"David Luiz","ARS","D",96,"FA","ARS 1<br/>@LIV 3 F",-3.75,-3.75,"84%","23.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,51,47,92.2,3,0,0,0,0,0,0,2,1,1,0,9,9,0,0,0,0,3,2,4,2,1,0,0,0,2,0,0,6,8,5,0,0,0,0,0,0,0,3,0,0,"08/24/19",738,23,"br BRA","CB",90,0,0,0,0,1,0,1,0,64,10,0,1,3,0.1,0.1,0,0,0,44,51,86.3,294,39,85,0,0,"Liverpool",2.3,2.05,0,-0.85,2.25,1,0,0,0,0,0,0,0,-4.1,0,-0.85,1
"66","Arsenal",30,"Shkodran Mustafi","ARS","D",107,"W (Tue)","ARS 0<br/>@MCI 3 F",7.75,3.88,"46%","-3%",2,180,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,23,1,2,0,0,0,0,0,0,0,0,0,0,118,96,81.4,5,1,1,0,0,0,0,1,0,1,0,7,7,1,1,3,0,1,10,2,7,0,0,0,0,3,0,0,23,13,3,0,0,0,0,0,0,0,5,0,0,"06/20/20",8080,20,"de GER","CB",90,0,0,0,0,1,1,0,0,91,8,0,0,0,0,0,0,2,0,70,79,88.6,463,63,229,1,1,"Brighton",0.9,0.65,0.48,19.33,1.75,0,0,4,2,0,0,0,0,-1.3,2.88,4.33,8
"68","Arsenal",31,"Shkodran Mustafi","ARS","D",67,"W (Tue)","ARS 2<br/>@SOU 0 F",9.25,9.25,"46%","-3%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,49,40,81.6,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,7,3,4,1,0,0,0,3,0,0,10,3,1,0,0,0,0,0,0,0,0,1,90,"06/25/20",8524,20,"de GER","CB",90,0,0,0,0,0,0,1,0,53,8,0,1,1,0,0,0,0,0,41,43,95.3,202,32,129,1,1,"Southampton",0.8,0.55,0.56,5.51,0.25,0,0,0,0,0,0,0,0,-1.1,3.36,3.51,1
"72","Arsenal",32,"David Luiz","ARS","D",62,"W (Tue)","NOR 0<br/>@ARS 4 F",10,10,"51%","-0.40%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,55,49,89.1,3,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,0,1,2,1,1,0,0,0,0,2,0,0,6,9,5,0,0,0,0,0,0,0,0,1,90,"07/01/20",8683,23,"br BRA","CB",90,0,0,0,0,1,1,0,0,62,6,0,0,1,0,0,0,0,0,48,54,88.9,457,40,138,0,0,"Norwich City",0.3,0.05,0.96,9.66,1,0,0,0,2,0,0,0,0,-0.1,5.76,6.66,2
"73","Arsenal",32,"Sead Kolasinac","ARS","D",68,"W (Tue)","NOR 0<br/>@ARS 4 F",9.25,9.25,"26%","-3.70%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,57,51,89.5,9,1,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,8,2,0,0,0,0,0,0,0,0,0,1,90,"07/01/20",8682,31,"ba BIH","CB",90,0,0,0,0,0,0,0,0,71,13,1,3,0,0,0,0,0,0,59,67,88.1,278,46,135,0,0,"Norwich City",0.3,0.05,0.96,8.91,0.25,0,0,0,0,0,0,0,0,-0.1,5.76,8.91,0
