"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"1456",1456,"Manchester City",9,"Joao Cancelo","MCI","D",187,"FA","MCI 2<br/>@CRY 0 F",24.75,24.75,"42%","-1.90%",1,90,0,2,0,4,0,0,0,0,0,0,0,0,0,2,1,0.5,0,1,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,72,65,90.3,21,4,2,2,0,0,1,0,0,1,0,3,3,3,1,1,0,0,6,4,2,0,1,0,0,5,0,0,13,3,3,0,0,0,0,0,0,0,0,1,90,"10/19/19",2430,27,"pt POR","RB",90,0,0,0,0,2,1,0,0,97,11,3,1,0,0.1,0.1,0.4,4,0,72,83,86.7,301,71,174,2,3,"Crystal Palace",0.5,0.25,0.8,27.25,0.75,1,3.2,8,2,0,0,0,0,-0.5,4.8,1,8.05,17.2
"1457",1457,"Manchester City",9,"Benjamin Mendy","MCI","D",64,"FA","MCI 2<br/>@CRY 0 F",12.5,12.5,"95%","6.40%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,60,47,78.3,13,5,2,3,0,0,1,0,0,0,0,0,0,3,2,2,0,0,5,5,2,1,0,0,0,6,0,0,21,3,1,0,0,0,0,0,0,0,0,1,90,"10/19/19",2427,22,"fr FRA","LB",90,0,0,0,0,0,0,0,0,87,10,1,0,0,0,0,0,1,1,65,77,84.4,422,55,228,2,3,"Crystal Palace",0.5,0.25,0.8,10.8,0,0,0,0,0,-0.5,0,0,0,-0.5,4.8,0.666666666666667,5.3,3.5
"1460",1460,"Manchester Utd",1,"Luke Shaw","MUN","D",50,"FA","CHE 0<br/>@MUN 4 F",12.25,12.25,"74%","2%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,53,44,83,13,0,0,0,0,0,0,1,0,1,0,1,1,2,2,2,0,1,5,3,2,2,0,0,0,5,0,0,10,3,1,0,0,0,0,0,0,0,0,1,90,"08/11/19",253,23,"eng ENG","LB",90,0,0,0,0,0,0,0,0,65,22,3,1,2,0,0,0,1,0,48,58,82.8,356,46,90,2,2,"Chelsea",0.8,0.55,0.56,8.51,0.25,0,0,0,0,0,0,0,0,-1.1,3.36,0.5,4.51,2
"1461",1461,"Manchester Utd",1,"Aaron Wan-Bissaka","MUN","D",15,"FA","CHE 0<br/>@MUN 4 F",20.25,20.25,"100%","1.20%",1,90,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,31,86.1,4,4,1,3,0,0,0,1,0,3,0,5,5,3,2,2,0,0,9,2,1,0,0,0,0,3,0,0,13,1,1,0,0,0,0,0,0,0,0,1,90,"08/11/19",256,29,"eng ENG","RB",90,0,0,0,0,1,0,0,0,72,21,6,3,2,0,0,0.1,1,0,43,52,82.7,220,42,113,2,5,"Chelsea",0.8,0.55,0.56,17.31,1.25,0,0.8,2,0,0,0,0,0,-1.1,3.36,1,10.51,5.8
"1462",1462,"Manchester Utd",10,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 3<br/>@NOR 1 F",5.5,5.5,"100%","1.20%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,22,2,1,0,0,1,0,0,0,0,0,0,0,50,36,72,15,2,0,2,0,0,1,0,0,3,0,2,2,2,1,2,2,1,13,6,0,0,0,0,0,4,0,0,22,5,3,0,0,0,0,0,0,0,1,0,0,"10/27/19",2704,29,"eng ENG","RB",90,0,0,0,0,0,0,1,0,87,15,10,3,3,0,0,0,0,0,46,63,73,283,43,76,2,3,"Norwich City",1.1,0.85,0.32,7.72,0.5,0,0,0,0,-1,0,0,0,-1.7,1.92,0,10.72,0
"1466",1466,"Manchester Utd",11,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 0<br/>@BOU 1 F",3,3,"100%","1.20%",1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,55,45,81.8,10,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,4,0,0,19,8,2,0,1,0,0,0,0,0,1,0,0,"11/02/19",2783,29,"eng ENG","RB",80,0,0,0,0,0,0,0,0,84,13,4,2,2,0,0,0,0,0,55,70,78.6,340,45,65,0,1,"Bournemouth",1.7,1.45,0,2.1,0.5,0,0,0,0,-0.5,0,0,0,-2.9,0,0,2.6,-0.5
"1468",1468,"Manchester Utd",12,"Brandon Williams","MUN","D",228,"FA","BHA 1<br/>@MUN 3 F",2.5,2.5,"26%","11.70%",1,89,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,12,2,0,0,0,1,0,0,0,0,0,0,0,33,29,87.9,10,2,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,5,4,0,0,0,0,0,5,0,0,12,1,1,0,1,0,0,0,0,0,1,0,0,"11/10/19",3237,53,"eng ENG","LB",89,0,0,0,0,1,1,1,0,47,17,3,1,2,0.1,0.1,0,5,0,30,37,81.1,153,29,148,0,0,"Brighton",0.8,0.55,0.56,7.76,0,1,0,2,2,-0.5,0,0,0,-1.1,3.36,0,5.26,5.5
"1469",1469,"Manchester Utd",12,"Aaron Wan-Bissaka","MUN","D",50,"FA","BHA 1<br/>@MUN 3 F",7,7,"100%","1.20%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,37,32,86.5,10,1,0,1,0,0,0,0,0,2,0,0,0,3,2,2,2,0,9,4,1,1,0,0,0,10,0,0,9,4,3,0,0,0,0,0,0,0,1,0,0,"11/10/19",3241,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,58,17,7,2,3,0,0,0.1,1,0,41,46,89.1,355,33,90,1,2,"Brighton",0.8,0.55,0.56,12.06,0,0,0.8,2,0,-1,0,0,0,-1.1,3.36,0.5,7.26,3.8
"1478",1478,"Manchester Utd",14,"Brandon Williams","MUN","D",228,"FA","AVL 2<br/>@MUN 2 F",-3.5,-3.5,"26%","11.70%",1,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,1,0,0,1,0,0,0,0,0,0,0,41,33,80.5,12,0,0,0,0,0,0,1,0,0,0,2,2,1,1,2,1,1,4,7,1,1,0,0,0,6,0,0,11,6,3,0,1,0,0,0,0,0,2,0,0,"12/01/19",3810,53,"eng ENG","LB",78,0,0,0,0,0,0,1,0,67,17,1,0,5,0,0,0,2,0,45,52,86.5,325,32,125,1,1,"Aston Villa",1.2,0.95,0.24,0.04,0.5,0,0,0,0,0,0,0,0,-1.9,1.44,0.5,1.04,1
"1479",1479,"Manchester Utd",14,"Aaron Wan-Bissaka","MUN","D",50,"FA","AVL 2<br/>@MUN 2 F",4,4,"100%","1.20%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,52,41,78.8,16,4,0,4,0,0,3,4,0,2,0,0,0,3,1,3,2,0,4,2,1,0,0,0,0,7,0,0,20,3,2,0,0,0,0,0,0,0,2,0,0,"12/01/19",3814,29,"eng ENG","RB",90,0,0,0,0,1,1,0,0,79,10,0,2,4,0,0,0.1,2,0,50,66,75.8,231,52,211,2,4,"Aston Villa",1.2,0.95,0.24,8.34,0,0,0.8,2,2,0,0,0,0,-1.9,1.44,1,1.54,5.8
"1484",1484,"Manchester Utd",16,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 2<br/>@MCI 1 F",9.75,9.75,"100%","1.20%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,25,14,56,3,1,0,1,0,0,0,4,0,2,1,7,7,1,1,2,4,3,7,6,0,1,0,0,0,5,0,0,17,3,0,0,0,0,0,0,0,0,1,0,0,"12/07/19",4267,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,55,46,8,2,9,0,0,0,1,0,17,28,60.7,126,25,96,2,2,"Manchester City",2.2,1.95,0,7.85,1.75,0,0,2,0,0,0,0,0,-3.9,0,0,4.85,3
"1486",1486,"Manchester Utd",16,"Luke Shaw","MUN","D",129,"FA","MUN 2<br/>@MCI 1 F",3.5,3.5,"74%","2%",1,88,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,23,17,73.9,4,1,0,1,0,0,0,4,0,2,1,6,6,0,0,1,1,1,3,6,2,3,0,0,0,1,0,0,10,2,1,0,1,0,0,0,0,0,1,0,0,"12/07/19",4263,23,"eng ENG","LB",87,0,0,0,0,0,0,0,0,47,25,0,2,9,0,0,0,1,0,23,31,74.2,202,14,63,0,0,"Manchester City",2.2,1.95,0,1.6,1.5,0,0,0,0,0,0,0,0,-3.9,0,0.4,-0.4,0
"1487",1487,"Manchester Utd",17,"Aaron Wan-Bissaka","MUN","D",50,"FA","EVE 1<br/>@MUN 1 F",10,10,"100%","1.20%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,41,93.2,15,4,0,4,0,0,0,0,0,2,0,0,0,4,3,3,0,0,11,4,1,3,0,0,0,5,0,0,10,5,2,0,0,0,0,0,0,0,1,0,0,"12/15/19",4579,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,77,20,7,2,0,0,0,0,2,0,57,65,87.7,347,45,118,2,2,"Everton",0.3,0.05,0.96,17.66,0,0,0,0,0,0,0,0,0,-0.1,5.76,0.25,13.66,3
"1490",1490,"Manchester Utd",17,"Luke Shaw","MUN","D",129,"FA","EVE 1<br/>@MUN 1 F",10.75,10.75,"74%","2%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,67,57,85.1,19,3,0,3,0,0,1,0,0,1,0,3,3,2,1,1,0,0,7,3,5,1,0,0,0,2,0,0,17,4,0,0,0,0,0,0,0,0,1,0,0,"12/15/19",4576,23,"eng ENG","LB",90,0,0,0,0,2,2,0,0,90,12,1,1,2,0,0,0,3,0,63,76,82.9,376,57,176,1,1,"Everton",0.3,0.05,0.96,18.41,0.75,0,0,0,4,0,0,0,0,-0.1,5.76,0.833333333333333,8.41,5
"1492",1492,"Manchester Utd",18,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 0<br/>@WAT 2 F",4,4,"100%","1.20%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,1,0,0,0,0,0,0,0,1,0,0,0,41,23,56.1,4,0,0,0,0,0,0,1,0,4,0,0,0,4,2,2,0,1,6,5,2,0,0,0,0,6,0,0,25,7,1,0,0,0,0,0,0,0,2,0,0,"12/22/19",4892,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,64,12,2,4,5,0,0,0,0,0,31,42,73.8,232,25,80,2,2,"Watford",1.5,1.25,0,5.5,0,0,0,0,0,-1,0,0,0,-2.5,0,1,2.5,1
"1493",1493,"Manchester Utd",18,"Luke Shaw","MUN","D",129,"FA","MUN 0<br/>@WAT 2 F",2.25,2.25,"74%","2%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,62,54,87.1,24,4,0,4,0,0,1,1,0,1,0,1,1,1,1,1,0,2,9,3,2,2,0,0,0,3,0,0,13,3,2,0,0,0,0,0,0,0,2,0,0,"12/22/19",4889,23,"eng ENG","LB",90,0,0,0,0,0,0,1,0,79,22,5,1,3,0,0,0,3,0,58,67,86.6,351,49,174,0,1,"Watford",1.5,1.25,0,3.75,0.25,0,0,2,0,0,0,0,0,-2.5,0,0.5,1.75,3
"1495",1495,"Manchester Utd",19,"Aaron Wan-Bissaka","MUN","D",50,"FA","NEW 1<br/>@MUN 4 F",15,15,"100%","1.20%",1,90,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,94,84,89.4,20,2,1,1,0,0,0,0,0,3,0,0,0,1,1,2,0,0,5,3,0,2,1,0,0,6,0,0,11,5,2,0,0,0,0,0,0,0,1,0,0,"12/26/19",5127,29,"eng ENG","RB",90,0,1,0,0,0,0,0,0,110,17,3,3,1,0,0,0.1,2,2,95,101,94.1,527,82,178,1,1,"Newcastle Utd",0.8,0.55,0.56,12.06,0,0,0.8,2,0,0,0,0,0,-1.1,3.36,0,7.26,4.8
"1497",1497,"Manchester Utd",19,"Luke Shaw","MUN","D",129,"FA","NEW 1<br/>@MUN 4 F",3,3,"74%","2%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,94,88,93.6,27,2,0,2,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,3,0,2,0,0,0,7,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,"12/26/19",5124,23,"eng ENG","LB",90,0,0,0,0,2,1,0,0,113,6,1,0,2,0.1,0.1,0,5,1,103,107,96.3,584,90,356,1,2,"Newcastle Utd",0.8,0.55,0.56,8.26,0,1,0,0,2,0,0,0,0,-1.1,3.36,0,3.26,5
"1500",1500,"Manchester Utd",2,"Aaron Wan-Bissaka","MUN","D",103,"FA","MUN 1<br/>@WOL 1 F",6.25,6.25,"100%","1.20%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,18,1,0,0,0,1,0,0,1,0,0,0,0,88,74,84.1,28,1,1,0,0,0,1,1,0,1,0,1,1,3,2,2,0,0,11,3,0,1,0,0,0,3,0,0,18,6,1,0,0,0,0,0,0,0,1,0,0,"08/19/19",545,29,"eng ENG","RB",90,0,0,0,0,1,0,1,0,112,25,7,1,1,0,0,0,0,0,84,97,86.6,412,76,342,2,3,"Wolves",0.3,0.05,0.96,13.91,0.25,0,0,0,0,0,0,0,0,-0.1,5.76,0,13.91,3
"1501",1501,"Manchester Utd",2,"Luke Shaw","MUN","D",65,"FA","MUN 1<br/>@WOL 1 F",9.25,9.25,"74%","2%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,77,67,87,18,2,0,1,2,1,1,1,0,1,0,1,1,0,0,1,0,0,7,3,4,1,0,0,0,6,0,0,13,3,1,0,0,0,0,0,0,0,1,0,0,"08/19/19",542,23,"eng ENG","LB",90,0,0,0,0,0,0,0,0,91,25,2,1,3,0,0,0.1,3,0,71,80,88.8,403,53,189,0,1,"Wolves",0.3,0.05,0.96,17.71,0.25,0,0.8,4,0,0,0,0,0,-0.1,5.76,0.8,8.91,4.8
"1505",1505,"Manchester Utd",20,"Brandon Williams","MUN","D",228,"FA","MUN 2<br/>@BUR 0 F",9.75,9.75,"26%","11.70%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,1,0,0,0,0,0,0,0,44,39,88.6,14,3,1,2,0,0,0,1,0,0,0,3,3,1,0,3,0,0,4,5,1,3,0,0,0,6,0,0,12,3,1,0,0,0,0,0,0,0,0,1,90,"12/28/19",5386,53,"eng ENG","LB",90,0,0,0,0,0,0,1,0,64,8,0,0,3,0,0,0.1,2,0,45,55,81.8,244,52,257,0,1,"Burnley",0.4,0.15,0.88,9.53,0.75,0,0.8,4,0,0,0,0,0,-0.3,5.28,0.25,5.73,5.8
"1506",1506,"Manchester Utd",21,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 0<br/>@ARS 2 F",0,0,"100%","1.20%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,36,30,83.3,8,4,1,3,0,0,1,0,0,0,0,2,2,3,2,3,2,0,4,2,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,"01/01/20",5719,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,65,14,1,0,4,0,0,0,0,0,43,54,79.6,271,36,169,1,1,"Arsenal",1.4,1.15,0.0800000000000001,2.18,0.5,0,0,0,0,-0.5,0,0,0,-2.3,0.48,0,-0.32,2.5
"1507",1507,"Manchester Utd",21,"Luke Shaw","MUN","D",129,"FA","MUN 0<br/>@ARS 2 F",1.75,1.75,"74%","2%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,61,53,86.9,15,2,0,2,0,0,0,0,0,1,0,1,1,2,1,2,0,0,7,5,1,0,0,0,0,6,0,0,12,4,0,0,0,0,0,0,0,0,2,0,0,"01/01/20",5716,23,"eng ENG","LB",90,0,0,0,0,0,0,0,0,79,17,3,1,0,0,0,0,1,0,62,72,86.1,174,56,242,1,3,"Arsenal",1.4,1.15,0.0800000000000001,3.93,0.25,0,0,2,0,-0.5,0,0,0,-2.3,0.48,1,0.43,2.5
"1511",1511,"Manchester Utd",22,"Aaron Wan-Bissaka","MUN","D",50,"FA","NOR 0<br/>@MUN 4 F",9,9,"100%","1.20%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,0,0,0,0,0,0,0,0,0,0,0,68,60,88.2,21,5,0,5,0,0,0,0,0,2,0,0,0,1,1,1,0,0,5,5,1,0,0,0,0,8,0,0,16,2,0,0,0,0,0,0,0,0,0,1,90,"01/11/20",5815,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,89,19,2,2,2,0,0,0,0,0,71,84,84.5,330,67,190,2,2,"Norwich City",0.4,0.15,0.88,7.98,0,0,0,0,0,-1,0,0,0,-0.3,5.28,1,6.98,0
"1512",1512,"Manchester Utd",22,"Brandon Williams","MUN","D",228,"FA","NOR 0<br/>@MUN 4 F",27,27,"26%","11.70%",1,90,0,4,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,18,2,1,0,0,0,0,0,1,0,0,0,0,69,59,85.5,26,0,0,0,0,0,0,2,0,5,0,0,0,4,3,4,2,0,8,5,1,0,0,1,0,6,0,0,18,4,2,0,0,0,0,0,1,0,0,1,90,"01/11/20",5812,53,"eng ENG","LB",90,0,0,0,0,2,0,0,0,100,14,3,5,4,0.3,0.3,0,3,1,65,81,80.2,159,70,437,5,5,"Norwich City",0.4,0.15,0.88,20.98,0,3,0,2,0,0,0,0,0,-0.3,5.28,1,11.98,8
"1516",1516,"Manchester Utd",23,"Brandon Williams","MUN","D",228,"FA","MUN 0<br/>@LIV 2 F",1,1,"26%","11.70%",1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,29,23,79.3,4,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,3,4,1,1,0,0,0,2,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,"01/19/20",6280,53,"eng ENG","WB",73,0,0,0,0,0,0,0,0,39,21,1,0,2,0,0,0,0,0,25,31,80.6,83,27,103,0,0,"Liverpool",2.4,2.15,0,-3.3,0.5,0,0,0,0,-1.5,0,0,0,-4.3,0,0.5,-2.8,-1.5
"1519",1519,"Manchester Utd",24,"Brandon Williams","MUN","D",228,"FA","BUR 2<br/>@MUN 0 F",1,1,"26%","11.70%",1,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,1,46,42,91.3,10,2,0,2,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,3,0,1,0,0,0,3,0,0,7,2,1,0,1,0,0,0,0,0,2,0,0,"01/22/20",6517,53,"eng ENG","LB",68,0,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,2,0,45,51,88.2,271,47,174,3,3,"Burnley",0.7,0.45,0.64,7.94,0,0,0,2,0,0,0,0,0,-0.9,3.84,0,2.94,5
"1520",1520,"Manchester Utd",24,"Aaron Wan-Bissaka","MUN","D",50,"FA","BUR 2<br/>@MUN 0 F",11,11,"100%","1.20%",1,90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,34,1,0,0,0,0,0,0,0,0,0,0,1,62,48,77.4,18,7,2,5,0,0,0,0,0,2,0,0,0,7,3,3,0,1,6,11,0,2,0,0,0,9,0,0,34,6,1,0,0,0,0,0,0,0,2,0,0,"01/22/20",6521,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,108,7,3,2,3,0,0,0.6,5,0,70,92,76.1,358,72,273,3,6,"Burnley",0.7,0.45,0.64,22.74,0,0,4.8,8,0,-2,0,0,0,-0.9,3.84,0,6.94,15.8
"1524",1524,"Manchester Utd",25,"Luke Shaw","MUN","D",129,"FA","WOL 0<br/>@MUN 0 F",13.25,13.25,"74%","2%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,1,0,0,1,0,0,0,0,0,0,0,64,56,87.5,23,4,1,3,0,0,0,0,0,2,0,1,1,3,2,3,0,1,6,4,2,0,0,0,0,9,0,0,15,1,1,0,0,0,0,0,0,0,0,1,90,"02/01/20",6787,23,"eng ENG","LB",90,0,0,0,0,0,0,1,0,87,18,1,2,5,0,0,0,2,0,62,77,80.5,257,51,234,2,2,"Wolves",1,0.75,0.4,8.15,0.25,0,0,2,0,0,0,0,0,-1.5,2.4,1,4.15,5
"1525",1525,"Manchester Utd",25,"Aaron Wan-Bissaka","MUN","D",50,"FA","WOL 0<br/>@MUN 0 F",19,19,"100%","1.20%",1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,24,1,1,0,0,0,0,0,0,0,0,0,0,68,61,89.7,25,5,1,4,0,0,1,1,0,0,0,2,2,8,5,6,0,1,14,10,0,0,1,0,0,7,0,0,24,1,1,0,0,0,0,0,0,0,0,1,90,"02/01/20",6790,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,105,23,7,0,3,0,0,0.2,3,0,70,83,84.3,328,72,336,6,11,"Wolves",1,0.75,0.4,15.5,0.5,0,1.6,4,0,-2.5,0,0,0,-1.5,2.4,0,6.4,9.1
"1526",1526,"Manchester Utd",26,"Brandon Williams","MUN","D",228,"FA","MUN 2<br/>@CHE 0 F",10,10,"26%","11.70%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,19,1,2,0,0,1,0,0,0,0,0,0,0,47,35,74.5,9,1,0,1,0,0,1,1,0,0,0,2,2,3,3,5,0,0,9,5,1,1,0,0,0,10,0,0,19,4,0,0,0,0,0,0,0,0,0,1,90,"02/17/20",7101,53,"eng ENG","WB",90,0,0,0,0,1,0,1,0,62,16,2,0,3,0,0,0,1,0,37,52,71.2,181,46,191,2,3,"Chelsea",1.3,1.05,0.16,2.86,0.5,0,0,2,0,-1.5,0,0,0,-2.1,0.96,0.5,1.36,3.5
"1529",1529,"Manchester Utd",26,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 2<br/>@CHE 0 F",20.5,20.5,"100%","1.20%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,12,1,1,0,0,1,0,0,0,0,0,0,0,20,12,60,5,2,1,1,0,0,1,2,0,2,2,4,4,2,2,3,1,3,5,2,1,0,0,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,1,90,"02/17/20",7102,29,"eng ENG","WB",90,0,1,0,0,0,0,1,0,44,15,3,2,6,0,0,0.1,1,1,21,29,72.4,151,19,62,1,2,"Chelsea",1.3,1.05,0.16,6.16,1,0,0.8,2,0,-0.5,0,0,0,-2.1,0.96,1,2.86,5.3
"1530",1530,"Manchester Utd",27,"Luke Shaw","MUN","D",129,"FA","WAT 0<br/>@MUN 3 F",16.25,16.25,"74%","2%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,63,57,90.5,8,0,0,0,0,0,0,3,0,3,0,5,5,1,1,1,0,0,5,2,0,1,0,0,0,8,0,0,8,3,0,0,0,0,0,0,0,0,0,1,90,"02/23/20",7307,23,"eng ENG","LB",90,0,0,0,0,1,1,0,0,80,14,3,3,3,0,0,0,2,0,61,68,89.7,301,45,225,1,1,"Watford",0.3,0.05,0.96,15.91,1.25,0,0,0,2,0,0,0,0,-0.1,5.76,0,12.91,3
"1531",1531,"Manchester Utd",27,"Aaron Wan-Bissaka","MUN","D",50,"FA","WAT 0<br/>@MUN 3 F",10.5,10.5,"100%","1.20%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,39,31,79.5,3,1,0,1,0,0,0,0,0,3,0,0,0,1,1,2,0,0,3,3,0,1,0,0,0,9,0,0,11,3,1,0,0,0,0,0,0,0,0,1,90,"02/23/20",7310,29,"eng ENG","RB",90,0,0,0,0,1,0,0,0,49,12,2,3,0,0.1,0.1,0,1,0,36,45,80,206,32,70,3,3,"Watford",0.3,0.05,0.96,11.16,0,1,0,0,0,-0.5,0,0,0,-0.1,5.76,0,9.66,1.5
"1535",1535,"Manchester Utd",28,"Aaron Wan-Bissaka","MUN","D",50,"FA","MUN 1<br/>@EVE 1 F",0.75,0.75,"100%","1.20%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,35,27,77.1,11,4,0,4,0,0,0,1,0,0,0,3,3,0,0,0,1,0,2,5,1,2,0,0,0,5,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,"03/01/20",7625,29,"eng ENG","RB",90,0,0,0,0,0,0,0,0,61,12,3,0,2,0,0,0,3,0,39,50,78,242,33,137,1,3,"Everton",2.5,2.25,0,-1.75,0.75,0,0,2,0,-1,0,0,0,-4.5,0,0.333333333333333,-3.75,1
