Player,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Match Report
Willian,12/29/19,Sun,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,RWAM,90,0,1,0,0,0,0,0,0,61,19,1,1,1,0,0,0.5,8,1,40,51,78.4,220,51,226,2,2,Match Report
Willian,1/1/20,Wed,Matchweek 21,Away,D 1–1,Chelsea,Brighton,Y,RW,90,0,0,0,0,0,0,0,0,47,24,2,1,2,0,0,0,3,0,34,43,79.1,152,35,127,1,1,Match Report
Willian,1/11/20,Sat,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,LW,90,0,0,0,0,5,1,0,0,71,13,3,0,1,0.3,0.3,0.1,3,1,46,55,83.6,156,60,310,2,3,Match Report
Willian,1/18/20,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,LWRW,90,0,0,0,0,4,0,0,0,90,12,1,2,2,0.2,0.2,0.1,9,0,62,74,83.8,263,81,385,2,4,Match Report
Willian,1/21/20,Tue,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,LW,78,0,0,0,0,1,1,0,0,62,13,0,1,2,0.1,0.1,0,3,0,40,51,78.4,198,48,280,0,3,Match Report
Willian,2/1/20,Sat,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,N,LWFW,17,0,0,0,0,0,0,0,0,23,4,1,0,0,0,0,0,0,0,15,17,88.2,23,18,17,0,2,Match Report
Willian,2/17/20,Mon,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,RWLW,90,0,0,0,0,1,0,1,0,64,16,1,1,0,0,0,0.1,2,0,40,52,76.9,134,38,139,1,1,Match Report
Willian,2/22/20,Sat,Matchweek 27,Home,W 2–1,Chelsea,Tottenham,N,AM,14,0,0,0,0,1,1,0,0,17,7,2,0,0,0.2,0.2,0,3,0,13,14,92.9,23,12,75,1,1,Match Report
Willian,2/29/20,Sat,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,N,CM,27,0,0,0,0,0,0,0,0,30,8,1,1,0,0,0,0,0,0,22,28,78.6,64,21,100,0,0,Match Report
Willian,3/8/20,Sun,Matchweek 29,Home,W 4–0,Chelsea,Everton,Y,RW,70,1,1,0,0,2,2,0,0,38,9,1,0,0,0.1,0.1,0.6,5,1,24,29,82.8,99,34,163,2,3,Match Report
Aaron Connolly,8/31/19,Sat,Matchweek 4,Away,L 0–4,Brighton,Manchester City,N,FW,25,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,2,100,5,1,10,0,0,Match Report
Aaron Connolly,9/14/19,Sat,Matchweek 5,Home,D 1–1,Brighton,Burnley,N,FW,7,0,0,0,0,2,1,0,0,4,3,0,0,0,0.1,0.1,0,0,0,2,2,100,0,2,9,0,0,Match Report
Aaron Connolly,9/21/19,Sat,Matchweek 6,Away,D 0–0,Brighton,Newcastle Utd,N,LWWBFW,21,0,0,0,0,1,0,0,0,14,5,1,0,1,0.2,0.2,0,0,0,5,6,83.3,1,7,29,0,0,Match Report
Aaron Connolly,9/28/19,Sat,Matchweek 7,Away,L 0–2,Brighton,Chelsea,N,LW,26,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,4,4,100,0,5,1,1,1,Match Report
Aaron Connolly,10/5/19,Sat,Matchweek 8,Home,W 3–0,Brighton,Tottenham,Y,FW,79,2,0,0,0,6,3,0,0,38,14,0,0,2,0.6,0.6,0.1,4,1,10,14,71.4,9,20,75,1,4,Match Report
Aaron Connolly,10/19/19,Sat,Matchweek 9,Away,L 1–2,Brighton,Aston Villa,Y,FW,45,0,0,0,0,2,1,0,0,11,9,0,0,0,0.5,0.5,0,1,0,4,5,80,50,7,66,0,0,Match Report
Aaron Connolly,10/26/19,Sat,Matchweek 10,Home,W 3–2,Brighton,Everton,Y,FW,79,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,2,2,7,9,77.8,17,14,11,0,0,Match Report
Aaron Connolly,11/2/19,Sat,Matchweek 11,Home,W 2–0,Brighton,Norwich City,Y,FW,85,0,0,0,0,4,0,0,0,34,15,0,0,0,0.2,0.2,0,0,0,15,20,75,11,29,127,0,2,Match Report
Aaron Connolly,11/10/19,Sun,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd,Y,FW,45,0,0,0,0,1,0,0,0,11,8,1,0,0,0.2,0.2,0,1,0,3,5,60,0,6,90,0,0,Match Report
Aaron Connolly,11/30/19,Sat,Matchweek 14,Away,L 1–2,Brighton,Liverpool,Y,FW,75,0,0,0,0,1,1,0,0,19,17,0,0,0,0.1,0.1,0,0,0,9,12,75,12,10,71,0,1,Match Report
Aaron Connolly,12/5/19,Thu,Matchweek 15,Away,W 2–1,Brighton,Arsenal,Y,FW,75,0,0,0,0,2,1,0,0,22,28,3,0,0,0.1,0.1,0,4,0,5,9,55.6,13,17,93,1,2,Match Report
Aaron Connolly,12/21/19,Sat,Matchweek 18,Home,L 0–1,Brighton,Sheffield Utd,N,LW,45,0,0,0,0,2,1,0,0,15,5,1,0,1,0.1,0.1,0,0,0,4,5,80,0,11,33,0,1,Match Report
Aaron Connolly,12/26/19,Thu,Matchweek 19,Away,L 1–2,Brighton,Tottenham,Y,FW,67,0,0,0,0,1,0,0,0,15,14,0,0,0,0.1,0.1,0,0,0,6,9,66.7,4,5,35,0,0,Match Report
Aaron Connolly,1/1/20,Wed,Matchweek 21,Home,D 1–1,Brighton,Chelsea,N,CM,45,0,0,0,0,2,1,0,0,12,7,0,0,1,0.2,0.2,0,1,0,4,5,80,24,7,16,0,0,Match Report
Aaron Connolly,1/18/20,Sat,Matchweek 23,Home,D 1–1,Brighton,Aston Villa,Y,FW,67,0,0,0,0,1,0,0,0,22,12,0,0,1,0,0,0.1,1,0,4,7,57.1,3,13,12,0,0,Match Report
Aaron Connolly,1/21/20,Tue,Matchweek 24,Away,L 1–3,Brighton,Bournemouth,N,FWCM,31,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,Match Report
Aaron Connolly,2/1/20,Sat,Matchweek 25,Away,D 3–3,Brighton,West Ham,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Aaron Connolly,2/8/20,Sat,Matchweek 26,Home,D 1–1,Brighton,Watford,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Aaron Connolly,2/22/20,Sat,Matchweek 27,Away,D 1–1,Brighton,Sheffield Utd,N,FW,16,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,Match Report
Andriy Yarmolenko,8/17/19,Sat,Matchweek 2,Away,D 1–1,West Ham,Brighton,N,CM,14,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,100,32,2,0,0,0,Match Report
Andriy Yarmolenko,8/24/19,Sat,Matchweek 3,Away,W 3–1,West Ham,Watford,Y,RW,54,0,0,0,0,1,1,0,0,33,11,2,1,1,0,0,0.4,2,0,20,26,76.9,73,25,129,1,1,Match Report
Andriy Yarmolenko,8/31/19,Sat,Matchweek 4,Home,W 2–0,West Ham,Norwich City,Y,CM,70,1,0,0,0,3,1,0,0,40,16,1,0,0,0.2,0.2,0.1,5,2,27,29,93.1,80,37,53,2,2,Match Report
Andriy Yarmolenko,9/16/19,Mon,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,Y,CM,61,0,0,0,0,2,0,0,0,30,23,0,1,2,0.1,0.1,0,1,0,18,23,78.3,45,14,18,0,1,Match Report
Andriy Yarmolenko,9/22/19,Sun,Matchweek 6,Home,W 2–0,West Ham,Manchester Utd,Y,CM,88,1,0,0,0,3,3,0,0,51,9,0,1,2,0.2,0.2,0.1,2,1,34,41,82.9,132,45,201,1,2,Match Report
Andriy Yarmolenko,9/28/19,Sat,Matchweek 7,Away,D 2–2,West Ham,Bournemouth,Y,CM,90,1,0,0,0,2,1,0,0,54,10,4,0,1,0.1,0.1,0.2,4,1,42,46,91.3,268,36,122,0,0,Match Report
Andriy Yarmolenko,10/5/19,Sat,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,Y,CM,77,0,0,0,0,0,0,1,0,39,11,1,0,0,0,0,0.5,5,1,26,33,78.8,104,28,92,2,3,Match Report
Andriy Yarmolenko,10/19/19,Sat,Matchweek 9,Away,L 0–2,West Ham,Everton,N,CM,45,0,0,0,0,1,1,0,0,12,6,0,0,0,0.1,0.1,0.1,1,0,7,9,77.8,51,7,35,0,1,Match Report
Andriy Yarmolenko,10/26/19,Sat,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,CM,90,0,1,0,0,3,0,0,0,51,10,2,0,0,0.3,0.3,1,5,1,32,41,78,135,36,131,1,2,Match Report
Andriy Yarmolenko,11/2/19,Sat,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,CM,45,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,8,12,66.7,18,10,26,0,0,Match Report
Andriy Yarmolenko,11/9/19,Sat,Matchweek 12,Away,L 0–3,West Ham,Burnley,N,CM,71,0,0,0,0,3,2,0,0,37,15,2,1,1,0.2,0.2,0.1,1,0,19,27,70.4,104,30,111,0,0,Match Report
Andriy Yarmolenko,11/23/19,Sat,Matchweek 13,Home,L 2–3,West Ham,Tottenham,Y,CM,55,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,8,13,61.5,13,15,35,0,0,Match Report
Andriy Yarmolenko,11/30/19,Sat,Matchweek 14,Away,W 1–0,West Ham,Chelsea,N,AM,20,0,0,0,0,0,0,1,0,13,7,0,0,1,0,0,0,0,0,5,7,71.4,13,6,21,0,0,Match Report
Andriy Yarmolenko,12/4/19,Wed,Matchweek 15,Away,L 0–2,West Ham,Wolves,N,AMCM,29,0,0,0,0,1,0,0,0,13,1,0,0,0,0.1,0.1,0,0,0,7,9,77.8,22,13,22,0,0,Match Report
Andriy Yarmolenko,12/14/19,Sat,Matchweek 17,Away,W 1–0,West Ham,Southampton,N,CMAM,18,0,0,0,0,1,0,0,0,10,11,0,0,0,0.2,0.2,0,1,0,4,5,80,1,6,24,0,0,Match Report
Billy Sharp,8/10/19,Sat,Matchweek 1,Away,D 1–1,Sheffield Utd,Bournemouth,N,FW,9,1,0,0,0,1,1,0,0,5,2,0,0,0,0.4,0.4,0,0,0,2,3,66.7,12,4,8,1,1,Match Report
Billy Sharp,8/24/19,Sat,Matchweek 3,Home,L 1–2,Sheffield Utd,Leicester City,N,FW,37,0,0,0,0,0,0,0,0,19,3,1,1,1,0,0,0.2,1,0,14,18,77.8,28,14,19,0,0,Match Report
Billy Sharp,9/14/19,Sat,Matchweek 5,Home,L 0–1,Sheffield Utd,Southampton,N,FW,20,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0.7,4,0,6,8,75,47,7,36,1,1,Match Report
Billy Sharp,10/5/19,Sat,Matchweek 8,Away,D 0–0,Sheffield Utd,Watford,N,FW,20,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,3,7,42.9,34,8,18,0,0,Match Report
Billy Sharp,10/21/19,Mon,Matchweek 9,Home,W 1–0,Sheffield Utd,Arsenal,N,FW,35,0,0,0,0,0,0,0,0,20,15,2,0,0,0,0,0,3,0,7,10,70,8,12,71,0,1,Match Report
Billy Sharp,10/26/19,Sat,Matchweek 10,Away,D 1–1,Sheffield Utd,West Ham,N,FW,37,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,5,5,100,23,10,40,1,1,Match Report
Billy Sharp,11/2/19,Sat,Matchweek 11,Home,W 3–0,Sheffield Utd,Burnley,N,FW,26,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0.2,2,0,6,9,66.7,12,9,62,1,1,Match Report
Billy Sharp,11/24/19,Sun,Matchweek 13,Home,D 3–3,Sheffield Utd,Manchester Utd,N,FW,13,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,2,3,66.7,0,2,0,0,0,Match Report
Billy Sharp,12/5/19,Thu,Matchweek 15,Home,L 0–2,Sheffield Utd,Newcastle Utd,Y*,FW,62,0,0,0,0,1,0,1,0,25,11,0,0,0,0.1,0.1,0.1,5,0,14,20,70,15,22,23,1,1,Match Report
Billy Sharp,12/29/19,Sun,Matchweek 20,Away,L 0–2,Sheffield Utd,Manchester City,N,FW,8,0,0,0,0,1,0,0,0,2,6,0,0,0,0.2,0.2,0,0,0,1,1,100,0,1,0,0,0,Match Report
Billy Sharp,1/2/20,Thu,Matchweek 21,Away,L 0–2,Sheffield Utd,Liverpool,N,FW,25,0,0,0,0,0,0,0,0,8,5,1,0,0,0,0,0,0,0,4,5,80,1,7,33,1,2,Match Report
Billy Sharp,1/10/20,Fri,Matchweek 22,Home,W 1–0,Sheffield Utd,West Ham,N,FW,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,6,100,42,5,12,0,0,Match Report
Billy Sharp,1/18/20,Sat,Matchweek 23,Away,D 1–1,Sheffield Utd,Arsenal,N,FW,35,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,,0,3,7,0,0,Match Report
Billy Sharp,1/21/20,Tue,Matchweek 24,Home,L 0–1,Sheffield Utd,Manchester City,Y*,FW,58,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,4,6,66.7,0,12,29,1,2,Match Report
Billy Sharp,2/1/20,Sat,Matchweek 25,Away,W 1–0,Sheffield Utd,Crystal Palace,Y*,FW,63,0,0,0,0,1,0,0,0,12,15,1,0,0,0,0,0,1,1,5,5,100,7,10,42,0,0,Match Report
Billy Sharp,2/9/20,Sun,Matchweek 26,Home,W 2–1,Sheffield Utd,Bournemouth,Y*,FW,73,1,0,0,0,3,2,0,0,25,12,0,0,0,0.6,0.6,0,2,0,14,18,77.8,42,17,28,0,0,Match Report
Billy Sharp,2/22/20,Sat,Matchweek 27,Home,D 1–1,Sheffield Utd,Brighton,Y*,FW,73,0,0,0,0,1,0,0,0,26,10,1,0,1,0.1,0.1,0,0,0,12,17,70.6,20,19,19,1,1,Match Report
Billy Sharp,3/7/20,Sat,Matchweek 29,Home,W 1–0,Sheffield Utd,Norwich City,Y*,FW,70,1,0,0,0,1,1,0,0,23,15,0,0,0,0.4,0.4,0.2,2,0,13,17,76.5,88,20,28,1,2,Match Report
Callum Hudson-Odoi,9/28/19,Sat,Matchweek 7,Home,W 2–0,Chelsea,Brighton,N,LWRW,28,0,1,0,0,0,0,0,0,30,4,1,0,2,0,0,0,1,1,22,25,88,61,24,122,0,1,Match Report
Callum Hudson-Odoi,10/6/19,Sun,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,LW,79,0,1,0,0,3,1,0,0,43,16,0,1,5,0.5,0.5,0.2,7,1,27,31,87.1,88,40,134,3,4,Match Report
Callum Hudson-Odoi,10/19/19,Sat,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,Y,LW,89,0,1,0,0,2,0,0,0,58,3,1,0,0,0.1,0.1,0.7,8,1,36,50,72,163,49,232,3,4,Match Report
Callum Hudson-Odoi,10/26/19,Sat,Matchweek 10,Away,W 4–2,Chelsea,Burnley,N,LW,19,0,0,0,0,1,1,1,0,16,2,0,0,0,0,0,0,2,0,9,10,90,15,17,112,1,2,Match Report
Callum Hudson-Odoi,11/2/19,Sat,Matchweek 11,Away,W 2–1,Chelsea,Watford,N,LW,8,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,9,10,90,27,12,26,1,1,Match Report
Callum Hudson-Odoi,11/9/19,Sat,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,N,LW,11,0,0,0,0,1,0,0,0,5,2,0,0,0,0.1,0.1,0,0,0,3,4,75,1,4,55,0,0,Match Report
Callum Hudson-Odoi,11/30/19,Sat,Matchweek 14,Home,L 0–1,Chelsea,West Ham,N,LW,20,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,14,16,87.5,60,25,71,6,8,Match Report
Callum Hudson-Odoi,12/4/19,Wed,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,N,LW,5,0,0,0,0,2,0,0,0,6,0,0,0,0,0.1,0.1,0,0,0,2,3,66.7,0,7,46,2,2,Match Report
Callum Hudson-Odoi,12/7/19,Sat,Matchweek 16,Away,L 1–3,Chelsea,Everton,N,RWWB,20,0,0,0,0,1,0,0,0,14,3,1,0,1,0,0,0,1,0,8,11,72.7,21,10,49,1,1,Match Report
Callum Hudson-Odoi,12/14/19,Sat,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,N,RW,26,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,15,18,83.3,112,19,112,0,0,Match Report
Callum Hudson-Odoi,12/22/19,Sun,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Callum Hudson-Odoi,12/26/19,Thu,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,RWLW,66,0,0,0,0,3,0,0,0,43,11,0,0,0,0.1,0.1,0.1,2,0,25,30,83.3,111,38,120,1,3,Match Report
Callum Hudson-Odoi,12/29/19,Sun,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,N,LW,21,0,0,0,0,1,0,0,0,27,5,0,0,0,0,0,0,1,0,18,20,90,50,25,73,1,4,Match Report
Callum Hudson-Odoi,1/1/20,Wed,Matchweek 21,Away,D 1–1,Chelsea,Brighton,N,LW,25,0,0,0,0,3,0,0,0,19,3,0,0,0,0.2,0.2,0,1,0,10,12,83.3,40,16,79,1,4,Match Report
Callum Hudson-Odoi,1/11/20,Sat,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,RW,90,1,0,0,0,1,1,0,0,66,11,0,0,2,0.6,0.6,0.4,6,1,37,53,69.8,129,51,191,3,3,Match Report
Callum Hudson-Odoi,1/18/20,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,RWLW,90,0,0,0,0,1,0,0,0,58,9,0,0,2,0,0,0.2,3,0,37,48,77.1,119,44,223,1,3,Match Report
Callum Hudson-Odoi,1/21/20,Tue,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,RW,90,0,1,0,0,1,1,0,0,71,17,4,0,0,0.1,0.1,0.7,8,1,46,59,78,270,61,360,3,6,Match Report
Callum Hudson-Odoi,2/1/20,Sat,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,RW,90,0,0,0,0,1,0,0,0,55,19,0,0,1,0.1,0.1,0,1,0,33,36,91.7,121,37,121,3,3,Match Report
Cenk Tosun,8/10/19,Sat,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,8/17/19,Sat,Matchweek 2,Home,W 1–0,Everton,Watford,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,9/1/19,Sun,Matchweek 4,Home,W 3–2,Everton,Wolves,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,9/21/19,Sat,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,N,FWLW,36,0,0,0,0,1,0,0,0,5,1,0,0,0,0.1,0.1,0,0,0,0,3,0,0,2,1,0,1,Match Report
Cenk Tosun,9/28/19,Sat,Matchweek 7,Home,L 1–3,Everton,Manchester City,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,11/3/19,Sun,Matchweek 11,Home,D 1–1,Everton,Tottenham,N,FWCM,23,1,0,0,0,1,1,0,0,7,2,0,0,0,0.2,0.2,0,0,0,1,4,25,0,5,4,0,1,Match Report
Cenk Tosun,11/9/19,Sat,Matchweek 12,Away,W 2–1,Everton,Southampton,Y,FW,73,0,0,0,0,3,0,0,0,38,11,0,0,1,0.3,0.3,0.1,4,0,20,25,80,45,22,39,1,2,Match Report
Cenk Tosun,11/23/19,Sat,Matchweek 13,Home,L 0–2,Everton,Norwich City,Y,FW,90,0,0,0,0,4,2,0,0,25,22,1,0,0,0.2,0.2,0,2,0,10,14,71.4,30,13,4,0,1,Match Report
Cenk Tosun,12/1/19,Sun,Matchweek 14,Away,L 1–2,Everton,Leicester City,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,12/4/19,Wed,Matchweek 15,Away,L 2–5,Everton,Liverpool,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,12/7/19,Sat,Matchweek 16,Home,W 3–1,Everton,Chelsea,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,12/15/19,Sun,Matchweek 17,Away,D 1–1,Everton,Manchester Utd,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Cenk Tosun,12/21/19,Sat,Matchweek 18,Home,D 0–0,Everton,Arsenal,N,FWCM,69,0,0,0,0,2,0,0,0,21,18,1,0,1,0.1,0.1,0,1,0,11,16,68.8,45,11,33,0,0,Match Report
