,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
1206,Adam Webster,4.0,eng ENG,CB,90,83,81,2,2,0,11,3,0,0,0,0,0,55,9,19,11,60,9,0,0,66,0,1,1,0,10/18/20,Brighton,Crystal Palace
1207,Mathew Ryan,1.0,au AUS,GK,90,32,27,5,2,0,5,1,0,0,0,0,0,25,2,5,5,23,0,0,4,28,0,0,0,0,10/18/20,Brighton,Crystal Palace
1208,Harry Kane,10.0,eng ENG,FW,90,42,39,3,0,1,5,0,1,0,0,0,0,26,5,11,5,30,3,0,0,35,0,0,0,1,10/18/20,Tottenham,West Ham
1209,Son Heung-Min,7.0,kr KOR,LW,79,36,34,2,1,0,3,0,3,1,1,0,0,26,5,5,4,29,1,0,0,27,1,0,0,2,10/18/20,Tottenham,West Ham
1210,Lucas Moura,27.0,br BRA,LW,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/18/20,Tottenham,West Ham
1211,Steven Bergwijn,23.0,nl NED,RW,71,21,21,0,0,0,2,0,0,0,0,0,0,16,3,2,0,18,2,0,0,18,0,0,0,0,10/18/20,Tottenham,West Ham
1212,Gareth Bale,9.0,wal WAL,RW,19,8,6,2,1,0,2,1,0,1,1,0,0,4,1,3,5,0,2,0,0,4,0,0,0,1,10/18/20,Tottenham,West Ham
1213,Tanguy Ndombele,28.0,fr FRA,AM,72,46,45,1,0,0,4,0,0,0,0,0,0,43,1,2,7,36,0,0,3,40,0,0,1,3,10/18/20,Tottenham,West Ham
1214,Harry Winks,8.0,eng ENG,AM,18,8,8,0,0,0,1,0,0,0,0,0,0,3,1,4,1,4,2,0,0,5,0,1,0,0,10/18/20,Tottenham,West Ham
1215,Pierre-Emile Hojbjerg,5.0,dk DEN,CM,90,70,68,2,2,0,1,0,0,0,0,0,0,59,3,8,13,53,3,0,0,62,0,0,0,0,10/18/20,Tottenham,West Ham
1216,Moussa Sissoko,17.0,fr FRA,CM,90,43,43,0,0,0,2,1,0,0,0,0,0,35,3,5,3,37,3,0,0,39,0,0,0,1,10/18/20,Tottenham,West Ham
1217,Sergio Reguilon,3.0,es ESP,LB,90,54,48,6,1,0,1,2,2,1,1,0,0,35,3,16,42,5,3,4,0,43,0,1,0,1,10/18/20,Tottenham,West Ham
1218,Davinson Sanchez,6.0,co COL,CB,90,54,53,1,1,0,1,3,0,0,0,0,0,41,3,10,11,35,7,0,0,44,0,1,0,1,10/18/20,Tottenham,West Ham
1219,Toby Alderweireld,4.0,be BEL,CB,90,45,42,3,3,0,0,0,0,0,0,0,0,31,3,11,8,31,6,0,0,37,0,3,0,1,10/18/20,Tottenham,West Ham
1220,Serge Aurier,24.0,ci CIV,RB,90,59,53,6,1,0,3,1,3,0,0,0,0,31,13,15,2,46,4,5,0,43,0,1,2,3,10/18/20,Tottenham,West Ham
1221,Hugo Lloris,1.0,fr FRA,GK,90,35,23,12,4,0,5,0,0,0,0,0,0,11,2,22,27,2,0,0,3,25,0,0,0,0,10/18/20,Tottenham,West Ham
1222,Michail Antonio,30.0,eng ENG,FW,76,14,13,1,0,0,4,1,2,0,0,0,0,7,4,3,4,5,1,1,3,8,0,0,0,2,10/18/20,West Ham,Tottenham
1223,Andriy Yarmolenko,7.0,ua UKR,FW,14,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0,10/18/20,West Ham,Tottenham
1224,Pablo Fornals,18.0,es ESP,AM,76,34,30,4,0,0,4,0,1,0,0,0,0,24,3,7,3,28,2,0,0,25,0,0,0,3,10/18/20,West Ham,Tottenham
1225,Manuel Lanzini,10.0,ar ARG,AM,14,5,5,0,0,0,2,0,0,0,0,0,0,4,0,1,0,5,0,0,0,4,0,1,0,0,10/18/20,West Ham,Tottenham
1226,Jarrod Bowen,20.0,eng ENG,AM,90,29,26,3,0,0,7,0,4,3,2,0,1,17,3,9,23,5,1,0,0,21,1,1,0,0,10/18/20,West Ham,Tottenham
1227,Declan Rice,41.0,eng ENG,DM,90,64,63,1,1,0,11,1,1,0,0,0,0,48,7,9,9,49,5,0,0,49,0,2,0,2,10/18/20,West Ham,Tottenham
1228,Tomas Soucek,28.0,cz CZE,DM,90,37,34,3,2,0,9,1,0,1,0,1,0,25,1,11,2,28,2,0,0,28,0,0,0,1,10/18/20,West Ham,Tottenham
1229,Arthur Masuaku,26.0,cd COD,WB,89,83,69,14,0,0,10,1,3,0,0,0,0,59,8,16,64,3,1,14,0,66,1,1,0,5,10/18/20,West Ham,Tottenham
1230,Robert Snodgrass,11.0,sco SCO,WB,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,10/18/20,West Ham,Tottenham
1231,Vladimir Coufal,5.0,cz CZE,WB,90,44,37,7,1,0,4,0,4,0,0,0,0,22,8,14,5,28,4,6,0,30,1,1,0,1,10/18/20,West Ham,Tottenham
1232,Aaron Cresswell,3.0,eng ENG,CB,90,69,58,11,6,0,2,6,5,3,0,2,1,48,3,18,65,2,0,2,0,55,0,0,1,2,10/18/20,West Ham,Tottenham
1233,Angelo Ogbonna,21.0,it ITA,CB,90,49,49,0,0,0,6,0,0,0,0,0,0,31,2,16,25,14,6,0,0,38,0,0,1,0,10/18/20,West Ham,Tottenham
1234,Fabian Balbuena,4.0,py PAR,CB,90,42,40,2,2,0,2,2,0,0,0,0,0,27,1,14,6,33,2,0,0,35,0,0,0,0,10/18/20,West Ham,Tottenham
1235,Åukasz FabiaÅski,1.0,pl POL,GK,90,22,18,4,0,0,2,1,0,0,0,0,0,11,4,7,1,12,0,0,9,20,0,1,0,0,10/18/20,West Ham,Tottenham
1236,Kelechi Iheanacho,14.0,ng NGA,FW,70,13,13,0,0,0,7,0,0,0,0,0,0,7,5,1,11,1,1,0,0,12,1,0,0,0,10/18/20,Leicester City,Aston Villa
1237,Islam Slimani,13.0,dz ALG,FW,20,11,10,1,0,0,4,0,1,0,0,0,0,5,5,1,1,8,0,0,0,8,0,0,0,0,10/18/20,Leicester City,Aston Villa
1238,Harvey Barnes,15.0,eng ENG,LM,90,24,23,1,0,0,8,1,0,0,0,0,0,12,8,4,1,19,2,1,1,16,0,1,2,1,10/18/20,Leicester City,Aston Villa
1239,Dennis Praet,26.0,be BEL,CM,67,20,19,1,0,0,3,1,2,0,0,0,0,10,5,5,3,15,2,0,0,15,0,1,0,1,10/18/20,Leicester City,Aston Villa
1240,James Maddison,10.0,eng ENG,CM,23,11,10,1,1,0,5,0,1,0,0,0,0,8,2,1,1,10,0,0,0,7,0,0,1,2,10/18/20,Leicester City,Aston Villa
1241,Youri Tielemans,8.0,be BEL,CM,90,53,48,5,3,0,12,1,1,2,0,0,1,32,7,14,11,40,1,0,0,38,0,0,0,1,10/18/20,Leicester City,Aston Villa
1242,Ayoze Perez,17.0,es ESP,RM,90,24,24,0,0,0,12,0,1,0,0,0,0,14,7,3,3,18,1,0,2,18,0,0,0,2,10/18/20,Leicester City,Aston Villa
1243,Nampalys Mendy,24.0,fr FRA,DM,77,40,40,0,0,0,6,0,0,0,0,0,0,32,3,5,3,36,1,0,0,34,0,0,0,1,10/18/20,Leicester City,Aston Villa
1244,Hamza Choudhury,20.0,eng ENG,DM,13,10,10,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,3,0,0,6,0,0,1,1,10/18/20,Leicester City,Aston Villa
1245,James Justin,2.0,eng ENG,LB,90,42,33,9,1,0,5,1,1,0,0,0,0,14,9,19,13,13,5,8,0,25,1,2,1,4,10/18/20,Leicester City,Aston Villa
1246,Jonny Evans,6.0,nir NIR,CB,90,60,54,6,6,0,10,1,0,0,0,0,0,36,6,18,35,19,2,0,0,51,0,1,0,0,10/18/20,Leicester City,Aston Villa
1247,Wesley Fofana,3.0,fr FRA,CB,90,40,39,1,1,0,10,0,0,0,0,0,0,26,4,10,5,28,3,0,0,32,0,1,0,1,10/18/20,Leicester City,Aston Villa
1248,Timothy Castagne,27.0,be BEL,RB,90,63,54,9,2,0,8,3,2,0,0,0,0,32,11,20,4,45,7,7,0,51,0,0,0,2,10/18/20,Leicester City,Aston Villa
1249,Kasper Schmeichel,1.0,dk DEN,GK,90,42,33,9,5,0,3,3,0,0,0,0,0,18,2,22,0,32,0,0,6,26,0,0,0,0,10/18/20,Leicester City,Aston Villa
1250,Ollie Watkins,11.0,eng ENG,FW,90,18,18,0,0,0,5,0,1,0,0,0,0,13,1,4,4,10,2,0,0,13,0,0,0,1,10/18/20,Aston Villa,Leicester City
1251,Jack Grealish,10.0,eng ENG,LW,90,36,33,3,1,0,7,1,5,1,1,0,0,22,8,6,5,27,0,0,0,28,0,1,1,1,10/18/20,Aston Villa,Leicester City
1252,Ross Barkley,20.0,eng ENG,AM,90,39,37,2,2,0,9,0,0,0,0,0,0,29,6,4,12,25,2,0,0,36,0,0,1,1,10/18/20,Aston Villa,Leicester City
1253,Trezeguet,17.0,eg EGY,RW,80,23,23,0,0,0,4,1,1,0,0,0,0,12,3,8,1,20,2,0,0,10,1,1,1,2,10/18/20,Aston Villa,Leicester City
1254,Bertrand Traore,15.0,bf BFA,RW,10,10,9,1,0,0,0,1,0,1,0,1,0,7,0,3,10,0,0,0,0,8,0,0,0,1,10/18/20,Aston Villa,Leicester City
1255,John McGinn,7.0,sco SCO,CM,90,36,31,5,0,0,7,6,1,4,1,3,0,17,7,12,27,7,0,1,0,25,1,0,3,2,10/18/20,Aston Villa,Leicester City
1256,Douglas Luiz,6.0,br BRA,CM,90,37,37,0,0,0,3,0,1,0,0,0,0,24,5,8,5,29,3,0,0,28,0,0,2,1,10/18/20,Aston Villa,Leicester City
1257,Matt Targett,18.0,eng ENG,LB,90,57,44,13,4,0,11,0,4,0,0,0,0,21,20,16,29,5,10,9,1,40,0,0,0,2,10/18/20,Aston Villa,Leicester City
1258,Tyrone Mings,5.0,eng ENG,CB,90,51,50,1,1,0,5,3,0,0,0,0,0,31,6,14,42,6,3,0,0,36,0,1,2,1,10/18/20,Aston Villa,Leicester City
1259,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,48,46,2,2,0,3,0,1,0,0,0,0,36,5,7,8,37,1,0,0,39,0,0,0,1,10/18/20,Aston Villa,Leicester City
1260,Matthew Cash,2.0,eng ENG,RB,90,52,44,8,0,0,2,1,2,0,0,0,0,29,7,16,2,36,5,8,0,39,0,1,0,0,10/18/20,Aston Villa,Leicester City
1261,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,42,29,13,8,0,1,2,0,0,0,0,0,17,1,24,4,31,0,0,2,26,1,0,1,0,10/18/20,Aston Villa,Leicester City
1262,Karlan Grant,29.0,eng ENG,FW,72,17,16,1,0,0,2,0,0,0,0,0,0,8,4,5,3,9,2,0,2,11,0,1,0,2,10/19/20,West Brom,Burnley
1263,Callum Robinson,7.0,ie IRL,FW,18,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,10/19/20,West Brom,Burnley
1264,Grady Diangana,11.0,eng ENG,LM,90,31,30,1,0,0,5,0,1,1,0,0,0,21,7,3,27,2,0,0,1,25,1,0,1,1,10/19/20,West Brom,Burnley
1265,Filip Krovinovic,17.0,hr CRO,CM,78,60,57,3,2,0,8,1,1,0,0,0,0,45,8,7,4,51,2,1,2,55,0,0,0,1,10/19/20,West Brom,Burnley
1266,Romaine Sawyers,19.0,kn SKN,CM,12,7,6,1,1,0,0,0,0,0,0,0,0,6,0,1,2,4,1,0,0,5,0,0,0,1,10/19/20,West Brom,Burnley
1267,Conor Gallagher,18.0,eng ENG,CM,90,41,41,0,0,0,8,2,2,0,0,0,0,27,4,10,0,35,4,0,0,38,0,0,0,0,10/19/20,West Brom,Burnley
1268,Matheus Pereira,12.0,br BRA,RM,87,46,33,13,6,2,6,2,4,7,1,1,1,32,5,9,40,6,0,0,0,36,0,1,0,1,10/19/20,West Brom,Burnley
1269,Matt Phillips,10.0,sco SCO,RM,3,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,10/19/20,West Brom,Burnley
1270,Jake Livermore,8.0,eng ENG,DM,90,39,39,0,0,0,4,1,0,0,0,0,0,27,7,5,1,34,2,0,0,33,0,0,0,0,10/19/20,West Brom,Burnley
1271,Conor Townsend,14.0,eng ENG,LB,90,66,57,9,0,0,5,1,1,0,0,0,0,40,11,15,47,7,1,9,0,53,0,2,0,1,10/19/20,West Brom,Burnley
1272,Ahmed Hegazi,26.0,eg EGY,CB,90,52,52,0,0,0,3,0,0,0,0,0,0,27,4,21,3,38,9,0,0,37,0,2,0,1,10/19/20,West Brom,Burnley
1273,Branislav Ivanovic,20.0,rs SRB,CB,90,42,41,1,1,0,5,1,0,0,0,0,0,24,6,12,2,30,6,0,0,34,0,1,0,0,10/19/20,West Brom,Burnley
1274,Darnell Furlong,2.0,eng ENG,RB,90,68,52,16,1,0,7,4,3,0,0,0,0,31,10,27,3,46,2,15,0,43,0,2,0,3,10/19/20,West Brom,Burnley
1275,Sam Johnstone,1.0,eng ENG,GK,90,41,30,11,5,0,1,0,0,0,0,0,0,14,4,23,0,25,0,0,14,24,0,3,0,0,10/19/20,West Brom,Burnley
1276,Chris Wood,9.0,nz NZL,FW,90,22,22,0,0,0,13,1,0,0,0,0,0,10,7,5,3,11,1,0,1,14,0,1,0,1,10/19/20,Burnley,West Brom
1277,Ashley Barnes,10.0,at AUT,FW,76,15,15,0,0,0,6,0,0,0,0,0,0,7,3,5,1,9,3,0,1,11,0,0,0,2,10/19/20,Burnley,West Brom
1278,Jay Rodriguez,19.0,eng ENG,FW,14,3,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,0,0,0,0,10/19/20,Burnley,West Brom
1279,Dwight McNeil,11.0,eng ENG,LM,90,46,38,8,6,0,11,8,10,1,1,0,0,20,6,20,40,1,2,1,0,25,0,2,1,5,10/19/20,Burnley,West Brom
1280,Johann Gudmundsson,7.0,is ISL,RM,68,19,19,0,0,0,7,0,2,0,0,0,0,9,2,8,9,4,4,0,0,12,0,1,0,0,10/19/20,Burnley,West Brom
1281,Robbie Brady,12.0,ie IRL,RM,22,13,12,1,0,0,2,1,1,0,0,0,0,3,7,3,10,0,2,1,0,10,0,0,1,0,10/19/20,Burnley,West Brom
1282,Josh Brownhill,8.0,eng ENG,DM,90,46,46,0,0,0,10,0,0,0,0,0,0,19,10,17,4,28,8,0,0,31,0,0,0,1,10/19/20,Burnley,West Brom
1283,Ashley Westwood,18.0,eng ENG,DM,90,55,47,8,5,0,7,2,1,1,0,0,0,32,5,18,2,50,2,1,0,41,0,0,0,0,10/19/20,Burnley,West Brom
1284,Charlie Taylor,3.0,eng ENG,LB,90,57,45,12,2,0,5,1,0,0,0,0,0,13,14,30,36,0,8,10,0,35,0,2,1,3,10/19/20,Burnley,West Brom
1285,James Tarkowski,5.0,eng ENG,CB,90,28,28,0,0,0,6,0,0,0,0,0,0,10,8,10,5,13,6,0,0,21,0,1,0,1,10/19/20,Burnley,West Brom
1286,Kevin Long,28.0,ie IRL,CB,90,32,31,1,1,0,4,2,0,0,0,0,0,14,2,16,3,23,3,0,0,23,0,2,0,0,10/19/20,Burnley,West Brom
1287,Erik Pieters,23.0,nl NED,RB,90,39,29,10,0,0,7,0,1,0,0,0,0,19,9,11,21,2,4,10,0,29,0,1,0,0,10/19/20,Burnley,West Brom
1288,Nick Pope,1.0,eng ENG,GK,90,34,23,11,3,0,2,0,0,0,0,0,0,10,1,23,1,23,0,0,8,22,0,0,0,0,10/19/20,Burnley,West Brom
1289,Patrick Bamford,9.0,eng ENG,FW,90,7,5,2,0,0,1,0,1,0,0,0,0,7,0,0,1,6,0,0,0,4,0,0,0,1,10/19/20,Leeds United,Wolves
1290,Jack Harrison,22.0,eng ENG,LM,81,46,46,0,0,0,2,2,5,0,0,0,0,28,8,10,35,6,4,0,1,31,1,2,1,3,10/19/20,Leeds United,Wolves
1291,Raphinha,18.0,br BRA,LM,9,10,8,2,0,0,0,1,3,1,0,1,0,6,2,2,8,1,0,1,0,6,0,1,1,1,10/19/20,Leeds United,Wolves
1292,Rodrigo Moreno,20.0,es ESP,CM,90,35,35,0,0,1,0,1,2,0,0,0,0,24,5,6,29,4,2,0,0,26,0,1,1,0,10/19/20,Leeds United,Wolves
1293,Mateusz Klich,43.0,pl POL,CM,90,67,65,2,1,0,3,0,0,0,0,0,0,47,8,12,3,55,8,1,0,54,0,0,1,1,10/19/20,Leeds United,Wolves
1294,Helder Costa,17.0,pt POR,RM,70,19,19,0,0,0,1,0,0,0,0,0,0,12,6,1,14,3,1,0,1,13,0,2,1,0,10/19/20,Leeds United,Wolves
1295,Ian Poveda-Ocampo,7.0,eng ENG,RM,20,6,6,0,0,0,0,0,1,0,0,0,0,5,1,0,4,2,0,0,0,4,0,0,0,1,10/19/20,Leeds United,Wolves
1296,Kalvin Phillips,23.0,eng ENG,"DM,CB",90,84,72,12,6,1,0,9,2,6,1,3,1,56,5,23,3,80,1,0,0,67,0,3,1,1,10/19/20,Leeds United,Wolves
1297,Stuart Dallas,15.0,nir NIR,LB,90,75,66,9,1,0,4,1,2,0,0,0,0,50,16,9,21,44,1,8,0,66,0,1,2,0,10/19/20,Leeds United,Wolves
1298,Pascal Struijk,21.0,nl NED,CB,74,48,45,3,2,0,1,0,0,0,0,0,0,39,4,5,38,4,4,1,0,45,0,0,0,1,10/19/20,Leeds United,Wolves
1299,Pablo Hernandez,19.0,es ESP,"CB,DM",16,29,28,1,0,1,1,1,0,1,0,0,1,20,5,4,3,26,0,0,0,24,0,0,0,0,10/19/20,Leeds United,Wolves
1300,Robin Koch,5.0,de GER,CB,90,68,68,0,0,0,3,3,0,0,0,0,0,56,3,9,6,56,4,0,0,64,0,0,1,0,10/19/20,Leeds United,Wolves
1301,Luke Ayling,2.0,eng ENG,RB,90,86,78,8,0,0,0,4,7,0,0,0,0,54,10,22,7,67,4,8,0,62,0,2,6,1,10/19/20,Leeds United,Wolves
1302,Illan Meslier,1.0,fr FRA,GK,90,31,21,10,4,0,0,0,0,0,0,0,0,23,1,7,22,4,0,0,5,28,0,0,0,0,10/19/20,Leeds United,Wolves
1303,Daniel Podence,10.0,pt POR,FW,64,13,13,0,0,0,2,0,0,0,0,0,0,7,5,1,2,11,0,0,0,11,0,0,0,0,10/19/20,Wolves,Leeds United
1304,Adama Traore,37.0,es ESP,FW,26,4,4,0,0,0,1,0,0,0,0,0,0,3,1,0,0,3,1,0,0,4,0,0,0,0,10/19/20,Wolves,Leeds United
1305,Raul Jimenez,9.0,mx MEX,FW,90,25,25,0,0,0,11,1,1,0,0,0,0,13,6,6,2,20,1,0,0,13,1,2,1,1,10/19/20,Wolves,Leeds United
1306,Pedro Neto,7.0,pt POR,CM,88,27,24,3,1,0,11,2,1,1,0,1,0,12,11,4,17,7,1,0,1,19,0,0,0,2,10/19/20,Wolves,Leeds United
1307,Marcal,5.0,br BRA,CM,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,10/19/20,Wolves,Leeds United
1308,Leander Dendoncker,32.0,be BEL,CM,90,38,37,1,0,0,11,0,1,1,0,1,0,16,11,11,4,23,5,0,0,31,0,0,1,0,10/19/20,Wolves,Leeds United
1309,Joao Moutinho,28.0,pt POR,DM,81,28,24,4,3,0,6,0,0,1,0,1,0,15,5,8,2,24,2,0,0,25,0,0,0,0,10/19/20,Wolves,Leeds United
1310,Ruben Neves,8.0,pt POR,DM,9,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,2,0,1,0,0,10/19/20,Wolves,Leeds United
1311,Romain Saiss,27.0,ma MAR,WB,90,28,17,11,0,0,3,0,2,0,0,0,0,7,12,9,10,3,4,11,0,19,0,1,2,0,10/19/20,Wolves,Leeds United
1312,Nelson Semedo,22.0,pt POR,WB,90,36,19,17,1,0,5,0,0,0,0,0,0,10,22,4,3,14,2,16,0,21,0,1,2,1,10/19/20,Wolves,Leeds United
1313,Maximilian Kilman,49.0,eng ENG,CB,90,21,19,2,2,0,2,2,0,0,0,0,0,10,4,7,13,7,0,0,0,14,0,0,0,1,10/19/20,Wolves,Leeds United
1314,Conor Coady,16.0,eng ENG,CB,90,23,21,2,2,0,4,2,0,0,0,0,0,9,4,10,1,21,1,0,0,12,1,0,1,1,10/19/20,Wolves,Leeds United
1315,Willy Boly,15.0,fr FRA,CB,90,28,27,1,1,0,9,0,0,0,0,0,0,14,4,10,6,22,0,0,0,19,0,3,1,0,10/19/20,Wolves,Leeds United
1316,Rui PatrÃ­cio,11.0,pt POR,GK,90,31,15,16,4,0,0,1,0,0,0,0,0,0,3,28,17,5,0,0,3,14,0,2,0,0,10/19/20,Wolves,Leeds United

0,Ollie Watkins,11.0,eng ENG,FW,90,37,35,2,0,0,14,0,1,0,0,0,0,25,6,6,4,22,2,0,0,22,0,3,0,3,10/23/20,Aston Villa,Leeds United
1,Jack Grealish,10.0,eng ENG,LW,90,28,24,4,1,0,6,0,3,3,3,0,0,23,1,4,4,22,0,0,0,17,0,1,2,3,10/23/20,Aston Villa,Leeds United
2,Trezeguet,17.0,eg EGY,RW,65,10,10,0,0,0,2,0,0,0,0,0,0,6,4,0,2,7,0,0,0,7,0,0,0,0,10/23/20,Aston Villa,Leeds United
3,Bertrand Traore,15.0,bf BFA,RW,25,11,10,1,1,0,2,0,0,0,0,0,0,9,2,0,8,1,1,0,0,9,0,2,0,0,10/23/20,Aston Villa,Leeds United
4,Ross Barkley,20.0,eng ENG,AM,90,38,32,6,2,0,5,0,0,3,1,1,0,30,0,8,11,25,2,0,0,28,0,2,1,0,10/23/20,Aston Villa,Leeds United
5,Douglas Luiz,6.0,br BRA,CM,90,29,26,3,3,0,5,0,0,0,0,0,0,20,3,6,4,22,3,0,0,23,0,0,0,0,10/23/20,Aston Villa,Leeds United
6,John McGinn,7.0,sco SCO,CM,90,23,22,1,0,0,6,0,0,0,0,0,0,19,2,2,15,7,1,0,0,16,0,0,0,3,10/23/20,Aston Villa,Leeds United
7,Matt Targett,18.0,eng ENG,LB,90,38,30,8,1,0,7,0,1,0,0,0,0,18,12,8,20,5,4,7,0,24,0,0,0,4,10/23/20,Aston Villa,Leeds United
8,Tyrone Mings,5.0,eng ENG,CB,90,30,28,2,2,0,6,1,0,0,0,0,0,16,6,8,26,3,1,0,0,24,0,1,0,0,10/23/20,Aston Villa,Leeds United
9,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,13,12,1,1,0,3,0,0,0,0,0,0,10,2,1,1,12,0,0,0,10,0,0,0,0,10/23/20,Aston Villa,Leeds United
10,Matthew Cash,2.0,eng ENG,RB,90,32,20,12,2,0,5,1,0,0,0,0,0,13,9,10,0,16,5,10,0,25,0,1,0,0,10/23/20,Aston Villa,Leeds United
11,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,45,29,16,4,0,5,2,0,0,0,0,0,12,0,33,3,30,0,0,4,24,0,2,0,0,10/23/20,Aston Villa,Leeds United
12,Patrick Bamford,9.0,eng ENG,FW,90,13,12,1,0,0,3,0,0,0,0,0,0,7,6,0,10,1,1,0,0,8,0,0,1,1,10/23/20,Leeds United,Aston Villa
13,Rodrigo Moreno,20.0,es ESP,AM,78,33,33,0,0,0,3,1,1,0,0,0,0,21,8,4,23,7,2,0,1,30,0,0,0,0,10/23/20,Leeds United,Aston Villa
14,Pablo Hernandez,19.0,es ESP,AM,12,20,20,0,0,0,2,3,2,0,0,0,0,14,2,4,4,16,0,0,0,17,0,0,0,1,10/23/20,Leeds United,Aston Villa
15,Jack Harrison,22.0,eng ENG,LM,90,42,42,0,0,0,10,0,8,0,0,0,0,30,7,5,29,10,3,0,0,30,0,0,1,2,10/23/20,Leeds United,Aston Villa
16,Mateusz Klich,43.0,pl POL,CM,90,62,53,9,4,0,6,3,3,4,2,1,0,37,10,15,1,56,3,1,0,48,0,0,1,3,10/23/20,Leeds United,Aston Villa
17,Pascal Struijk,21.0,nl NED,CM,20,15,15,0,0,0,2,1,0,0,0,0,0,13,1,1,11,4,0,0,0,14,0,1,0,0,10/23/20,Leeds United,Aston Villa
18,Jamie Shackleton,46.0,eng ENG,CM,70,25,24,1,1,0,7,1,1,0,0,0,0,17,6,2,10,11,1,0,1,19,0,1,0,2,10/23/20,Leeds United,Aston Villa
19,Helder Costa,17.0,pt POR,RM,82,30,29,1,0,0,4,1,4,0,0,0,0,23,5,2,20,9,0,1,0,26,0,0,0,2,10/23/20,Leeds United,Aston Villa
20,Raphinha,18.0,br BRA,RM,8,7,7,0,0,0,0,0,0,0,0,0,0,6,1,0,7,0,0,0,0,6,0,0,0,0,10/23/20,Leeds United,Aston Villa
21,Ezgjan Alioski,10.0,mk MKD,LB,90,51,35,16,3,0,5,0,4,0,0,0,0,26,12,13,30,3,4,13,0,38,0,1,4,2,10/23/20,Leeds United,Aston Villa
22,Luke Ayling,2.0,eng ENG,CB,90,43,42,1,1,0,8,4,0,0,0,0,0,18,3,22,8,29,2,0,0,32,0,1,0,0,10/23/20,Leeds United,Aston Villa
23,Robin Koch,5.0,de GER,CB,90,45,44,1,1,0,13,1,0,0,0,0,0,25,11,9,3,33,5,0,1,35,0,0,2,1,10/23/20,Leeds United,Aston Villa
24,Stuart Dallas,15.0,nir NIR,RB,90,66,54,12,0,0,9,2,1,0,0,0,0,35,16,15,8,40,5,12,0,53,0,0,1,0,10/23/20,Leeds United,Aston Villa
25,Illan Meslier,1.0,fr FRA,GK,90,29,19,10,4,0,2,0,0,0,0,0,0,14,1,14,14,7,0,0,7,22,0,2,0,0,10/23/20,Leeds United,Aston Villa
26,Michail Antonio,30.0,eng ENG,FW,51,12,12,0,0,0,5,0,0,0,0,0,0,6,4,2,2,7,2,0,0,7,0,1,0,0,10/24/20,West Ham,Manchester City
27,Andriy Yarmolenko,7.0,ua UKR,"RW,FW",39,16,16,0,0,1,6,1,0,0,0,0,0,11,3,2,9,6,1,0,0,10,0,1,1,0,10/24/20,West Ham,Manchester City
28,Pablo Fornals,18.0,es ESP,LW,90,32,30,2,0,0,5,0,1,0,0,0,0,22,4,6,2,27,3,0,0,27,0,0,0,0,10/24/20,West Ham,Manchester City
29,Jarrod Bowen,20.0,eng ENG,"RW,FW",68,13,12,1,0,0,0,1,2,1,1,0,0,6,2,5,8,3,2,0,0,6,0,0,0,1,10/24/20,West Ham,Manchester City
30,Sebastien Haller,22.0,fr FRA,FW,22,7,7,0,0,0,4,0,0,0,0,0,0,3,2,2,2,1,0,0,0,4,0,0,0,0,10/24/20,West Ham,Manchester City
31,Declan Rice,41.0,eng ENG,CM,90,27,27,0,0,0,6,2,2,0,0,0,0,18,5,4,2,24,0,0,0,26,0,0,0,0,10/24/20,West Ham,Manchester City
32,Tomas Soucek,28.0,cz CZE,CM,90,40,40,0,0,0,12,0,1,0,0,0,0,19,6,15,3,24,9,0,0,27,0,3,0,0,10/24/20,West Ham,Manchester City
33,Arthur Masuaku,26.0,cd COD,WB,90,40,39,1,0,0,8,2,0,0,0,0,0,29,5,6,37,0,1,1,0,30,0,1,1,0,10/24/20,West Ham,Manchester City
34,Vladimir Coufal,5.0,cz CZE,WB,90,37,32,5,0,0,6,1,2,0,0,0,0,14,7,16,5,26,1,5,0,21,0,4,0,6,10/24/20,West Ham,Manchester City
35,Aaron Cresswell,3.0,eng ENG,CB,90,38,29,9,5,0,3,2,4,1,0,1,0,14,7,17,34,1,0,3,0,26,1,1,0,0,10/24/20,West Ham,Manchester City
