,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
163,August-11-2019,Arsenal,0,Newcastle Utd,Reiss Nelson,LW,Pass (Dead),Joe Willock,AM,Fouled,Granit Xhaka,DM,Off Target,21.0,Head,,30
164,August-11-2019,Arsenal,0,Newcastle Utd,Henrikh Mkhitaryan,RW,Pass (Live),Reiss Nelson,LW,Pass (Live),Pierre-Emerick Aubameyang,FW,Saved,14.0,Left Foot,Half volley,31
165,August-11-2019,Newcastle Utd,1,Arsenal,Javier Manquillo,WB,Pass (Live),Fabian SchÃ¤r,CB,Pass (Live),Miguel AlmirÃ³n,FW,Off Target,29.0,Left Foot,,39
166,August-11-2019,Arsenal,0,Newcastle Utd,Granit Xhaka,DM,Pass (Live),Reiss Nelson,LW,Pass (Live),Pierre-Emerick Aubameyang,FW,Blocked,11.0,Left Foot,,52
167,August-11-2019,Arsenal,0,Newcastle Utd,Reiss Nelson,LW,Pass (Dead),Pierre-Emerick Aubameyang,FW,Shot,Granit Xhaka,DM,Off Target,9.0,Head,,52
168,August-11-2019,Arsenal,0,Newcastle Utd,MattÃ©o Guendouzi,DM,Pass (Live),Henrikh Mkhitaryan,RW,Pass (Live),Pierre-Emerick Aubameyang,FW,Blocked,18.0,Right Foot,,55
169,August-11-2019,Arsenal,0,Newcastle Utd,Ainsley Maitland-Niles,RB,Pass (Live),,nan,,Pierre-Emerick Aubameyang,FW,Goal,10.0,Right Foot,Lob,58
170,August-11-2019,Newcastle Utd,1,Arsenal,Matt Ritchie,"WB,CM",Pass (Dead),,nan,,Miguel AlmirÃ³n,FW,Blocked,13.0,Left Foot,,68
171,August-11-2019,Newcastle Utd,1,Arsenal,Jetro Willems,"WB,DM",Pass (Live),Joelinton,FW,Pass (Live),Allan Saint-Maximin,CM,Saved,22.0,Right Foot,,84
172,August-11-2019,Newcastle Utd,1,Arsenal,Matt Ritchie,"WB,CM",Pass (Live),Isaac Hayden,"CM,DM",Pass (Live),Fabian SchÃ¤r,CB,Off Target,38.0,Right Foot,,86
173,August-11-2019,Newcastle Utd,1,Arsenal,Miguel AlmirÃ³n,FW,Pass (Live),,nan,,Joelinton,FW,Off Target,23.0,Left Foot,,89
174,August-11-2019,Newcastle Utd,1,Arsenal,Jamaal Lascelles,CB,Pass (Live),Martin DÃºbravka,GK,Pass (Dead),Joelinton,FW,Blocked,10.0,Head,,90+3
175,August-11-2019,Wolves,0,Leicester City,Diogo Jota,FW,Pass (Live),,nan,,Leander Dendoncker,CM,Off Target,19.0,Right Foot,,2
176,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Hamza Choudhury,CM,Blocked,20.0,Right Foot,Volley,10
177,August-11-2019,Leicester City,1,Wolves,Hamza Choudhury,CM,Pass (Live),James Maddison,CM,Pass (Live),Youri Tielemans,CM,Blocked,21.0,Right Foot,,11
178,August-11-2019,Leicester City,1,Wolves,James Maddison,CM,Pass (Live),James Maddison,CM,Dribble,Ben Chilwell,LB,Off Target,25.0,Left Foot,,17
179,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Ricardo Pereira,RB,Off Target,27.0,Right Foot,Volley,23
180,August-11-2019,Leicester City,1,Wolves,Ayoze PÃ©rez,CM,Pass (Live),,nan,,Wilfred Ndidi,DM,Off Target,26.0,Right Foot,,29
181,August-11-2019,Leicester City,1,Wolves,Ricardo Pereira,RB,Pass (Live),Youri Tielemans,CM,Pass (Live),James Maddison,CM,Wayward,19.0,Right Foot,Volley,37
182,August-11-2019,Wolves,0,Leicester City,Diogo Jota,FW,Dribble,Leander Dendoncker,CM,Pass (Live),Diogo Jota,FW,Off Target,21.0,Left Foot,,40
183,August-11-2019,Wolves,0,Leicester City,RaÃºl JimÃ©nez,FW,Dribble,RÃºben Neves,DM,Pass (Live),RaÃºl JimÃ©nez,FW,Saved,14.0,Right Foot,,47
184,August-11-2019,Wolves,0,Leicester City,JoÃ£o Moutinho,CM,Pass (Dead),Matt Doherty,WB,Pass (Live),Leander Dendoncker,CM,Blocked,7.0,Head,,51
185,August-11-2019,Leicester City,1,Wolves,James Maddison,CM,Pass (Dead),James Maddison,CM,Fouled,Ayoze PÃ©rez,CM,Off Target,12.0,Head,,54
186,August-11-2019,Wolves,0,Leicester City,,nan,,,nan,,Diogo Jota,FW,Off Target,14.0,Right Foot,,55
187,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,James Maddison,CM,Blocked,26.0,Right Foot,,57
188,August-11-2019,Leicester City,1,Wolves,Ben Chilwell,LB,Pass (Live),James Maddison,CM,Pass (Dead),ÃaÄlar SÃ¶yÃ¼ncÃ¼,CB,Saved,7.0,Head,,69
189,August-11-2019,Wolves,0,Leicester City,Leander Dendoncker,CM,Pass (Live),Diogo Jota,FW,Pass (Live),Diogo Jota,FW,Blocked,19.0,Left Foot,,72
190,August-11-2019,Leicester City,1,Wolves,Ben Chilwell,LB,Pass (Live),James Maddison,CM,Pass (Dead),Wilfred Ndidi,DM,Off Target,11.0,Head,,75
191,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Marc Albrighton,CM,Off Target,24.0,Right Foot,Half volley,77
192,August-11-2019,Leicester City,1,Wolves,Marc Albrighton,CM,Pass (Live),Harvey Barnes,CM,Pass (Live),James Maddison,CM,Off Target,23.0,Left Foot,,80
193,August-11-2019,Leicester City,1,Wolves,Youri Tielemans,CM,Pass (Live),Ricardo Pereira,RB,Pass (Live),Harvey Barnes,CM,Saved off Target,31.0,Right Foot,,83
194,August-11-2019,Wolves,0,Leicester City,Jonny Castro,WB,Pass (Live),Jonny Castro,WB,Dribble,RaÃºl JimÃ©nez,FW,Saved,21.0,Right Foot,,83
195,August-11-2019,Leicester City,1,Wolves,Youri Tielemans,CM,Pass (Live),Marc Albrighton,CM,Pass (Live),James Maddison,CM,Off Target,26.0,Left Foot,,85
196,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Jonny Evans,CB,Wayward,6.0,Right Foot,Overhead kick,89
197,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Youri Tielemans,CM,Blocked,27.0,Right Foot,,90+3
198,August-11-2019,Leicester City,1,Wolves,,nan,,,nan,,Marc Albrighton,CM,Blocked,26.0,Right Foot,,90+4
199,August-11-2019,Chelsea,0,Manchester Utd,Mateo KovaÄiÄ,CM,Pass (Live),Pedro,RW,Pass (Live),Tammy Abraham,FW,Woodwork,20,Right Foot,,4
200,August-11-2019,Chelsea,0,Manchester Utd,Mateo KovaÄiÄ,CM,Pass (Live),Andreas Christensen,CB,Pass (Live),Pedro,RW,Off Target,26,Right Foot,,4
201,August-11-2019,Manchester Utd,1,Chelsea,,nan,,,nan,,Anthony Martial,FW,Saved,19,Right Foot,,7
202,August-11-2019,Chelsea,0,Manchester Utd,Pedro,RW,Pass (Live),Pedro,RW,Dribble,Mason Mount,AM,Saved,25,Right Foot,,12
203,August-11-2019,Manchester Utd,1,Chelsea,Marcus Rashford,LW,Fouled,,nan,,Marcus Rashford,LW,Goal,12,Right Foot,,18
204,August-11-2019,Manchester Utd,1,Chelsea,Paul Pogba,"CM,DM",Pass (Live),David de Gea,GK,Pass (Live),Anthony Martial,FW,Blocked,18,Right Foot,,22
205,August-11-2019,Manchester Utd,1,Chelsea,Jesse Lingard,"RW,AM",Pass (Live),Scott McTominay,"CM,DM",Pass (Live),Anthony Martial,FW,Off Target,24,Right Foot,,31
206,August-11-2019,Manchester Utd,1,Chelsea,Anthony Martial,FW,Pass (Live),Luke Shaw,LB,Pass (Live),Paul Pogba,"CM,DM",Wayward,9,Head,,32
207,August-11-2019,Chelsea,0,Manchester Utd,Pedro,RW,Pass (Live),Kepa Arrizabalaga,GK,Pass (Dead),Ross Barkley,LW,Off Target,26,Right Foot,,35
208,August-11-2019,Chelsea,0,Manchester Utd,CÃ©sar Azpilicueta,RB,Pass (Live),,nan,,Pedro,RW,Saved,24,Left Foot,,36
209,August-11-2019,Chelsea,0,Manchester Utd,Pedro,RW,Pass (Live),Jorginho,CM,Pass (Live),Ross Barkley,LW,Saved,11,Left Foot,,39
210,August-11-2019,Chelsea,0,Manchester Utd,Ross Barkley,LW,Shot,,nan,,Jorginho,CM,Blocked,23,Right Foot,Half volley,39
211,August-11-2019,Chelsea,0,Manchester Utd,,nan,,,nan,,Emerson Palmieri,LB,Woodwork,11,Left Foot,,40
212,August-11-2019,Chelsea,0,Manchester Utd,Mason Mount,AM,Pass (Dead),,nan,,Kurt Zouma,CB,Wayward,9,Head,,46
213,August-11-2019,Chelsea,0,Manchester Utd,Ross Barkley,LW,Pass (Live),Emerson Palmieri,LB,Pass (Live),Pedro,RW,Blocked,24,Left Foot,,51
214,August-11-2019,Chelsea,0,Manchester Utd,Mason Mount,AM,Pass (Dead),Pedro,RW,Shot,Tammy Abraham,FW,Blocked,6,Head,,52
215,August-11-2019,Manchester Utd,1,Chelsea,Harry Maguire,CB,Pass (Live),Paul Pogba,"CM,DM",Pass (Live),Marcus Rashford,LW,Blocked,19,Right Foot,,54
216,August-11-2019,Chelsea,0,Manchester Utd,,nan,,,nan,,Emerson Palmieri,LB,Saved,21,Left Foot,,56
217,August-11-2019,Manchester Utd,1,Chelsea,Andreas Pereira,AM,Pass (Live),Jesse Lingard,"RW,AM",Pass (Live),Anthony Martial,FW,Goal,5,Left Foot,Volley,65
218,August-11-2019,Manchester Utd,1,Chelsea,Paul Pogba,"CM,DM",Pass (Live),Jesse Lingard,"RW,AM",Pass (Live),Marcus Rashford,LW,Goal,19,Right Foot,,67
219,August-11-2019,Chelsea,0,Manchester Utd,Mason Mount,AM,Pass (Dead),Mateo KovaÄiÄ,CM,Fouled,Kurt Zouma,CB,Off Target,11,Head,,70
220,August-11-2019,Chelsea,0,Manchester Utd,Pedro,RW,Pass (Live),Pedro,RW,Dribble,Emerson Palmieri,LB,Saved,25,Left Foot,,71
221,August-11-2019,Manchester Utd,1,Chelsea,Paul Pogba,"CM,DM",Pass (Live),Anthony Martial,FW,Pass (Live),Daniel James,RW,Goal,13,Right Foot,Deflected,81
222,August-11-2019,Chelsea,0,Manchester Utd,Pedro,RW,Pass (Live),Olivier Giroud,FW,Pass (Live),Mason Mount,AM,Saved,25,Right Foot,,85
223,August-11-2019,Manchester Utd,1,Chelsea,Aaron Wan-Bissaka,RB,Pass (Live),Scott McTominay,"CM,DM",Pass (Live),Mason Greenwood,LW,Blocked,14,Right Foot,Half volley,87
224,August-11-2019,Chelsea,0,Manchester Utd,Mason Mount,AM,Pass (Live),Mateo KovaÄiÄ,CM,Pass (Live),Christian Pulisic,LW,Blocked,21,Right Foot,,88
225,August-11-2019,Chelsea,0,Manchester Utd,Emerson Palmieri,LB,Pass (Live),Mason Mount,AM,Pass (Live),Pedro,RW,Off Target,5,Head,,89
226,August-11-2019,Manchester Utd,1,Chelsea,Harry Maguire,CB,Pass (Live),Paul Pogba,"CM,DM",Pass (Live),Aaron Wan-Bissaka,RB,Wayward,25,Right Foot,Half volley,90+1
227,August-11-2019,Chelsea,0,Manchester Utd,Christian Pulisic,LW,Pass (Live),Olivier Giroud,FW,Pass (Live),Emerson Palmieri,LB,Saved,21,Left Foot,,90+4
228,August-17-2019,Burnley,0,Arsenal,,nan,,,nan,,Erik Pieters,LB,Off Target,31,Left Foot,Half volley,3
229,August-17-2019,Arsenal,1,Burnley,Reiss Nelson,LW,Pass (Live),Dani Ceballos,"AM,CM",Pass (Live),Dani Ceballos,"AM,CM",Off Target,27,Right Foot,,5
230,August-17-2019,Arsenal,1,Burnley,Dani Ceballos,"AM,CM",Pass (Dead),,nan,,Alexandre Lacazette,FW,Wayward,6,Head,,10
231,August-17-2019,Arsenal,1,Burnley,Sokratis Papastathopoulos,CB,Pass (Live),,nan,,Alexandre Lacazette,FW,Saved,8,Head,,12
232,August-17-2019,Arsenal,1,Burnley,Dani Ceballos,"AM,CM",Pass (Dead),Alexandre Lacazette,FW,Shot,Alexandre Lacazette,FW,Goal,6,Right Foot,,13
233,August-17-2019,Burnley,0,Arsenal,Nick Pope,GK,Pass (Live),Ben Mee,CB,Pass (Live),Ashley Barnes,FW,Off Target,16,Left Foot,Half volley,14
234,August-17-2019,Burnley,0,Arsenal,JÃ³hann Berg GuÃ°mundsson,CM,Pass (Dead),,nan,,James Tarkowski,CB,Blocked,9,Head,,18
235,August-17-2019,Burnley,0,Arsenal,,nan,,,nan,,Jack Cork,CM,Blocked,7,Right Foot,,20
236,August-17-2019,Burnley,0,Arsenal,JÃ³hann Berg GuÃ°mundsson,CM,Pass (Live),,nan,,Ben Mee,CB,Saved,12,Head,,20
237,August-17-2019,Burnley,0,Arsenal,,nan,,,nan,,Jack Cork,CM,Blocked,29,Right Foot,,25
238,August-17-2019,Burnley,0,Arsenal,,nan,,,nan,,Dwight McNeil,CM,Blocked,20,Right Foot,,28
239,August-17-2019,Arsenal,1,Burnley,Nacho Monreal,"LB,CB",Pass (Live),Nacho Monreal,"LB,CB",Fouled,Reiss Nelson,LW,Saved,16,Left Foot,,35
240,August-17-2019,Arsenal,1,Burnley,,nan,,,nan,,Joe Willock,"DM,CM",Blocked,21,Right Foot,,35
241,August-17-2019,Burnley,0,Arsenal,Ben Mee,CB,Pass (Live),,nan,,Ashley Barnes,FW,Saved,8,Head,,38
242,August-17-2019,Arsenal,1,Burnley,Dani Ceballos,"AM,CM",Pass (Live),Joe Willock,"DM,CM",Pass (Live),MattÃ©o Guendouzi,DM,Saved,16,Right Foot,,41
243,August-17-2019,Arsenal,1,Burnley,Pierre-Emerick Aubameyang,"RW,FW",Pass (Live),Alexandre Lacazette,FW,Fouled,Reiss Nelson,LW,Blocked,16,Right Foot,,43
244,August-17-2019,Burnley,0,Arsenal,Dwight McNeil,CM,Dribble,Chris Wood,FW,Pass (Live),Dwight McNeil,CM,Blocked,25,Left Foot,,43
245,August-17-2019,Burnley,0,Arsenal,Dwight McNeil,CM,Shot,,nan,,Ashley Barnes,FW,Goal,7,Right Foot,,43
246,August-17-2019,Arsenal,1,Burnley,Nacho Monreal,"LB,CB",Pass (Live),Dani Ceballos,"AM,CM",Pass (Live),Pierre-Emerick Aubameyang,"RW,FW",Off Target,24,Right Foot,,51
247,August-17-2019,Burnley,0,Arsenal,Erik Pieters,LB,Pass (Live),,nan,,Dwight McNeil,CM,Off Target,21,Left Foot,,53
248,August-17-2019,Arsenal,1,Burnley,Nicolas PÃ©pÃ©,"LW,FW",Pass (Live),Alexandre Lacazette,FW,Pass (Live),Dani Ceballos,"AM,CM",Blocked,25,Right Foot,,55
249,August-17-2019,Arsenal,1,Burnley,Joe Willock,"DM,CM",Pass (Live),Dani Ceballos,"AM,CM",Pass (Dead),Ainsley Maitland-Niles,"RB,WB",Off Target,28,Right Foot,,58
250,August-17-2019,Arsenal,1,Burnley,Nicolas PÃ©pÃ©,"LW,FW",Pass (Live),Alexandre Lacazette,FW,Pass (Live),Pierre-Emerick Aubameyang,"RW,FW",Saved,12,Right Foot,Half volley,60
251,August-17-2019,Burnley,0,Arsenal,Dwight McNeil,CM,Pass (Live),JÃ³hann Berg GuÃ°mundsson,CM,Pass (Live),Ashley Westwood,CM,Off Target,7,Head,,61
252,August-17-2019,Arsenal,1,Burnley,Alexandre Lacazette,FW,Pass (Live),Ainsley Maitland-Niles,"RB,WB",Pass (Live),Dani Ceballos,"AM,CM",Saved,25,Right Foot,,63
253,August-17-2019,Arsenal,1,Burnley,,nan,,,nan,,Pierre-Emerick Aubameyang,"RW,FW",Goal,20,Right Foot,,64
254,August-17-2019,Burnley,0,Arsenal,JÃ³hann Berg GuÃ°mundsson,CM,Pass (Dead),,nan,,Ashley Barnes,FW,Saved,5,Head,,68
255,August-17-2019,Burnley,0,Arsenal,JÃ³hann Berg GuÃ°mundsson,CM,Pass (Live),,nan,,Dwight McNeil,CM,Off Target,5,Head,,71
256,August-17-2019,Burnley,0,Arsenal,Matthew Lowton,RB,Pass (Live),Ashley Westwood,CM,Pass (Dead),Ashley Barnes,FW,Off Target,15,Head,,74
257,August-17-2019,Burnley,0,Arsenal,Ashley Westwood,CM,Pass (Dead),Aaron Lennon,CM,Fouled,Ben Mee,CB,Off Target,11,Head,,75
258,August-17-2019,Arsenal,1,Burnley,Ainsley Maitland-Niles,"RB,WB",Pass (Live),Dani Ceballos,"AM,CM",Pass (Live),Nicolas PÃ©pÃ©,"LW,FW",Saved,24,Left Foot,,76
259,August-17-2019,Arsenal,1,Burnley,Joe Willock,"DM,CM",Pass (Live),Ainsley Maitland-Niles,"RB,WB",Pass (Live),Lucas Torreira,CM,Saved,14,Right Foot,,90
260,August-17-2019,Burnley,0,Arsenal,,nan,,,nan,,Jay Rodriguez,FW,Off Target,8,Right Foot,Overhead kick,90+4
261,August-17-2019,Everton,1,Watford,,nan,,,nan,,Lucas Digne,LB,Off Target,28.0,Left Foot,,6
262,August-17-2019,Everton,1,Watford,Lucas Digne,LB,Pass (Dead),Gylfi SigurÃ°sson,AM,Pass (Live),Richarlison,RW,Blocked,9.0,Head,,8
263,August-17-2019,Everton,1,Watford,Gylfi SigurÃ°sson,AM,Fouled,Gylfi SigurÃ°sson,AM,Dribble,Lucas Digne,LB,Blocked,26.0,Left Foot,Free kick,10
264,August-17-2019,Everton,1,Watford,Lucas Digne,LB,Pass (Live),,nan,,Bernard,LW,Goal,16.0,Right Foot,Deflected,10
265,August-17-2019,Watford,0,Everton,JosÃ© Holebas,LB,Pass (Dead),,nan,,Craig Dawson,CB,Woodwork,6.0,Head,,24
266,August-17-2019,Watford,0,Everton,JosÃ© Holebas,LB,Pass (Live),Roberto Pereyra,CM,Pass (Live),Abdoulaye DoucourÃ©,DM,Wayward,9.0,Head,,25
267,August-17-2019,Everton,1,Watford,,nan,,,nan,,Lucas Digne,LB,Saved,15.0,Left Foot,Volley,29
268,August-17-2019,Watford,0,Everton,Troy Deeney,FW,Pass (Live),JosÃ© Holebas,LB,Pass (Live),Ãtienne Capoue,DM,Saved,22.0,Right Foot,,39
269,August-17-2019,Everton,1,Watford,Gylfi SigurÃ°sson,AM,Pass (Dead),Bernard,LW,Fouled,Richarlison,RW,Off Target,11.0,Head,,41
270,August-17-2019,Watford,0,Everton,,nan,,,nan,,Ãtienne Capoue,DM,Off Target,26.0,Right Foot,Half volley,45+2
271,August-17-2019,Watford,0,Everton,Gerard Deulofeu,FW,Pass (Live),Ãtienne Capoue,DM,Pass (Live),Troy Deeney,FW,Saved,12.0,Right Foot,,57
272,August-17-2019,Everton,1,Watford,Gylfi SigurÃ°sson,AM,Pass (Dead),Richarlison,RW,Fouled,Richarlison,RW,Off Target,8.0,Head,,60
273,August-17-2019,Watford,0,Everton,Abdoulaye DoucourÃ©,DM,Pass (Live),,nan,,Roberto Pereyra,CM,Off Target,7.0,Head,,64
274,August-17-2019,Everton,1,Watford,SÃ©amus Coleman,"RB,LB",Dribble,AndrÃ© Gomes,CM,Pass (Live),SÃ©amus Coleman,"RB,LB",Off Target,34.0,Right Foot,,77
275,August-17-2019,Everton,1,Watford,Bernard,LW,Dribble,AndrÃ© Gomes,CM,Pass (Live),Bernard,LW,Blocked,15.0,Right Foot,,83
276,August-17-2019,Watford,0,Everton,Andre Gray,"FW,DM",Pass (Live),Troy Deeney,FW,Pass (Live),Troy Deeney,FW,Blocked,23.0,Right Foot,,84
277,August-17-2019,Watford,0,Everton,,nan,,,nan,,Abdoulaye DoucourÃ©,DM,Off Target,9.0,Right Foot,Half volley,84
278,August-17-2019,Everton,1,Watford,Moise Kean,FW,Dribble,Bernard,LW,Pass (Live),Moise Kean,FW,Off Target,23.0,Right Foot,,88
279,August-17-2019,Everton,1,Watford,,nan,,,nan,,Moise Kean,FW,Off Target,17.0,Right Foot,,90+2
280,August-17-2019,Everton,1,Watford,Bernard,LW,Pass (Live),AndrÃ© Gomes,CM,Pass (Live),Gylfi SigurÃ°sson,AM,Blocked,26.0,Right Foot,,90+5
281,August-17-2019,Liverpool,0,Southampton,Sadio ManÃ©,"LW,RW",Pass (Live),,nan,,James Milner,CM,Blocked,23.0,Right Foot,,4
282,August-17-2019,Liverpool,0,Southampton,,nan,,,nan,,James Milner,CM,Blocked,33.0,Right Foot,Volley,7
283,August-17-2019,Liverpool,0,Southampton,Mohamed Salah,RW,Pass (Live),JoÃ«l Matip,CB,Pass (Live),Alex Oxlade-Chamberlain,CM,Off Target,16.0,Right Foot,,13
284,August-17-2019,Southampton,1,Liverpool,,nan,,,nan,,Che Adams,FW,Off Target,13.0,Left Foot,Half volley,18
285,August-17-2019,Southampton,1,Liverpool,James Ward-Prowse,CM,Pass (Dead),,nan,,Maya Yoshida,CB,Saved,4.0,Head,,21
286,August-17-2019,Southampton,1,Liverpool,Yan Valery,WB,Dribble,Nathan Redmond,FW,Pass (Live),Yan Valery,WB,Blocked,15.0,Left Foot,,29
287,August-17-2019,Liverpool,0,Southampton,Alex Oxlade-Chamberlain,CM,Pass (Live),Andrew Robertson,LB,Pass (Live),Mohamed Salah,RW,Off Target,11.0,Left Foot,Half volley,33
288,August-17-2019,Southampton,1,Liverpool,Oriol Romeu,DM,Pass (Live),Yan Valery,WB,Pass (Live),Che Adams,FW,Off Target,11.0,Head,,38
289,August-17-2019,Liverpool,0,Southampton,James Milner,CM,Pass (Live),Georginio Wijnaldum,"DM,CM",Pass (Live),Sadio ManÃ©,"LW,RW",Goal,18.0,Right Foot,,45+1
290,August-17-2019,Liverpool,0,Southampton,JoÃ«l Matip,CB,Fouled,Alex Oxlade-Chamberlain,CM,Pass (Live),Mohamed Salah,RW,Blocked,22.0,Left Foot,Free kick,50
291,August-17-2019,Southampton,1,Liverpool,Nathan Redmond,FW,Pass (Live),,nan,,Pierre HÃ¸jbjerg,CM,Blocked,26.0,Right Foot,,53
292,August-17-2019,Southampton,1,Liverpool,Pierre HÃ¸jbjerg,CM,Shot,,nan,,Pierre HÃ¸jbjerg,CM,Blocked,22.0,Right Foot,,53
293,August-17-2019,Liverpool,0,Southampton,,nan,,,nan,,James Milner,CM,Blocked,24.0,Right Foot,Half volley,55
294,August-17-2019,Liverpool,0,Southampton,James Milner,CM,Shot,,nan,,JoÃ«l Matip,CB,Off Target,10.0,Left Foot,Back heel,55
295,August-17-2019,Liverpool,0,Southampton,Sadio ManÃ©,"LW,RW",Pass (Live),Georginio Wijnaldum,"DM,CM",Pass (Live),Mohamed Salah,RW,Saved,14.0,Left Foot,,56
296,August-17-2019,Liverpool,0,Southampton,Andrew Robertson,LB,Pass (Live),,nan,,Alex Oxlade-Chamberlain,CM,Blocked,33.0,Right Foot,,60
297,August-17-2019,Liverpool,0,Southampton,Trent Alexander-Arnold,RB,Pass (Live),James Milner,CM,Pass (Live),James Milner,CM,Off Target,24.0,Right Foot,,63
298,August-17-2019,Liverpool,0,Southampton,Sadio ManÃ©,"LW,RW",Pass (Live),Georginio Wijnaldum,"DM,CM",Pass (Live),Roberto Firmino,FW,Off Target,13.0,Right Foot,,65
299,August-17-2019,Southampton,1,Liverpool,Danny Ings,DM,Dribble,Nathan Redmond,FW,Pass (Live),Danny Ings,DM,Off Target,24.0,Left Foot,,67
300,August-17-2019,Liverpool,0,Southampton,Roberto Firmino,FW,Dribble,Sadio ManÃ©,"LW,RW",Pass (Live),Roberto Firmino,FW,Goal,18.0,Right Foot,,71
301,August-17-2019,Southampton,1,Liverpool,,nan,,,nan,,Pierre HÃ¸jbjerg,CM,Saved,34.0,Right Foot,,73
302,August-17-2019,Liverpool,0,Southampton,Trent Alexander-Arnold,RB,Pass (Dead),Roberto Firmino,FW,Fouled,Sadio ManÃ©,"LW,RW",Saved,7.0,Head,,75
303,August-17-2019,Liverpool,0,Southampton,Sadio ManÃ©,"LW,RW",Pass (Live),Andrew Robertson,LB,Pass (Live),Andrew Robertson,LB,Saved,13.0,Left Foot,Half volley,77
304,August-17-2019,Southampton,1,Liverpool,,nan,,,nan,,Nathan Redmond,FW,Off Target,22.0,Right Foot,Volley,80
305,August-17-2019,Southampton,1,Liverpool,,nan,,,nan,,Danny Ings,DM,Goal,9.0,Right Foot,,83
306,August-17-2019,Southampton,1,Liverpool,Yan Valery,WB,Pass (Live),Pierre HÃ¸jbjerg,CM,Pass (Live),Danny Ings,DM,Off Target,5.0,Right Foot,,86
307,August-17-2019,Norwich City,1,Newcastle Utd,Todd Cantwell,RW,Dribble,Teemu Pukki,FW,Pass (Live),Todd Cantwell,RW,Saved,4.0,Left Foot,,5
308,August-17-2019,Norwich City,1,Newcastle Utd,Marco Stiepermann,AM,Pass (Live),Max Aarons,RB,Pass (Live),Teemu Pukki,FW,Off Target,11.0,Right Foot,,8
309,August-17-2019,Newcastle Utd,0,Norwich City,Matt Ritchie,WB,Pass (Live),Miguel AlmirÃ³n,FW,Pass (Live),Emil Krafth,WB,Off Target,10.0,Right Foot,Half volley,9
310,August-17-2019,Norwich City,1,Newcastle Utd,Max Aarons,RB,Pass (Live),Grant Hanley,CB,Pass (Live),Teemu Pukki,FW,Saved,8.0,Right Foot,,15
311,August-17-2019,Norwich City,1,Newcastle Utd,Emi BuendÃ­a,LW,Pass (Dead),Teemu Pukki,FW,Shot,Tom Trybull,CM,Off Target,8.0,Head,,16
312,August-17-2019,Newcastle Utd,0,Norwich City,Joelinton,FW,Pass (Live),Matt Ritchie,WB,Pass (Dead),Matt Ritchie,WB,Saved off Target,28.0,Right Foot,,17
313,August-17-2019,Norwich City,1,Newcastle Utd,Todd Cantwell,RW,Pass (Live),Teemu Pukki,FW,Pass (Live),Teemu Pukki,FW,Saved,14.0,Left Foot,,25
314,August-17-2019,Newcastle Utd,0,Norwich City,Isaac Hayden,CM,Pass (Live),,nan,,Joelinton,FW,Off Target,8.0,Head,,26
315,August-17-2019,Norwich City,1,Newcastle Utd,Todd Cantwell,RW,Pass (Live),Max Aarons,RB,Fouled,Marco Stiepermann,AM,Blocked,27.0,Left Foot,,27
316,August-17-2019,Norwich City,1,Newcastle Utd,,nan,,,nan,,Teemu Pukki,FW,Goal,18.0,Right Foot,Volley,32
317,August-17-2019,Newcastle Utd,0,Norwich City,,nan,,,nan,,Matt Ritchie,WB,Off Target,31.0,Left Foot,,35
318,August-17-2019,Newcastle Utd,0,Norwich City,Jonjo Shelvey,DM,Pass (Live),Matt Ritchie,WB,Pass (Dead),Fabian SchÃ¤r,CB,Saved,9.0,Head,,38
319,August-17-2019,Newcastle Utd,0,Norwich City,,nan,,,nan,,Matt Ritchie,WB,Wayward,18.0,Left Foot,Half volley,46
320,August-17-2019,Newcastle Utd,0,Norwich City,,nan,,,nan,,Isaac Hayden,CM,Off Target,18.0,Right Foot,Volley,46
321,August-17-2019,Newcastle Utd,0,Norwich City,Matt Ritchie,WB,Pass (Dead),,nan,,Joelinton,FW,Wayward,9.0,Head,,49
322,August-17-2019,Newcastle Utd,0,Norwich City,Ki Sung-yueng,CM,Pass (Dead),,nan,,Paul Dummett,CB,Saved,8.0,Head,,61
323,August-17-2019,Newcastle Utd,0,Norwich City,Jonjo Shelvey,DM,Pass (Live),Joelinton,FW,Pass (Live),Jamaal Lascelles,CB,Blocked,12.0,Right Foot,Volley,61
324,August-17-2019,Norwich City,1,Newcastle Utd,Emi BuendÃ­a,LW,Pass (Live),Moritz Leitner,CM,Pass (Live),Max Aarons,RB,Blocked,11.0,Right Foot,,62
325,August-17-2019,Norwich City,1,Newcastle Utd,Todd Cantwell,RW,Pass (Live),Jamal Lewis,LB,Pass (Live),Teemu Pukki,FW,Goal,18.0,Right Foot,,63
326,August-17-2019,Norwich City,1,Newcastle Utd,Todd Cantwell,RW,Pass (Live),Emi BuendÃ­a,LW,Pass (Live),Emi BuendÃ­a,LW,Blocked,18.0,Left Foot,,71
