,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
5514,MartÃ­n Montoya,22.0,es ESP,RB,90.0,50.0,65.0,76.9,789.0,230.0,1.0,2.0,50.0,41.0,48.0,85.4,8.0,15.0,53.3,0,0.3,2.0,0.0,2.0,1.0,7.0,January-1-2020,Brighton,Chelsea
5515,Mathew Ryan,1.0,au AUS,GK,90.0,37.0,44.0,84.1,1041.0,580.0,0.0,0.0,,18.0,18.0,100.0,19.0,26.0,73.1,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Brighton,Chelsea
5516,Tammy Abraham,9.0,eng ENG,FW,90.0,13.0,23.0,56.5,187.0,34.0,0.0,3.0,0.0,12.0,17.0,70.6,1.0,3.0,33.3,0,0.1,1.0,1.0,0.0,0.0,1.0,January-1-2020,Chelsea,Brighton
5517,Christian Pulisic,22.0,us USA,LW,65.0,18.0,22.0,81.8,286.0,80.0,0.0,0.0,,16.0,19.0,84.2,2.0,3.0,66.7,0,0.0,1.0,2.0,1.0,0.0,4.0,January-1-2020,Chelsea,Brighton
5518,Callum Hudson-Odoi,20.0,eng ENG,LW,25.0,10.0,12.0,83.3,212.0,40.0,1.0,1.0,100.0,7.0,9.0,77.8,2.0,2.0,100.0,0,0.0,0.0,0.0,1.0,1.0,1.0,January-1-2020,Chelsea,Brighton
5519,Willian,10.0,br BRA,RW,90.0,34.0,43.0,79.1,583.0,152.0,1.0,2.0,50.0,28.0,34.0,82.4,5.0,7.0,71.4,0,0.0,1.0,3.0,2.0,0.0,7.0,January-1-2020,Chelsea,Brighton
5520,Mason Mount,19.0,eng ENG,AM,72.0,21.0,24.0,87.5,287.0,75.0,2.0,2.0,100.0,17.0,18.0,94.4,2.0,4.0,50.0,0,0.1,1.0,0.0,0.0,0.0,1.0,January-1-2020,Chelsea,Brighton
5521,Mateo KovaÄiÄ,17.0,hr CRO,AM,18.0,14.0,17.0,82.4,173.0,23.0,1.0,1.0,100.0,13.0,14.0,92.9,0.0,2.0,0.0,0,0.0,1.0,2.0,0.0,0.0,0.0,January-1-2020,Chelsea,Brighton
5522,Jorginho,5.0,it ITA,DM,90.0,53.0,70.0,75.7,1062.0,223.0,0.0,2.0,0.0,41.0,48.0,85.4,12.0,20.0,60.0,0,0.0,0.0,4.0,0.0,0.0,5.0,January-1-2020,Chelsea,Brighton
5523,N'Golo KantÃ©,7.0,fr FRA,DM,90.0,40.0,51.0,78.4,539.0,149.0,0.0,4.0,0.0,37.0,42.0,88.1,3.0,5.0,60.0,0,0.2,4.0,3.0,1.0,0.0,5.0,January-1-2020,Chelsea,Brighton
5524,CÃ©sar Azpilicueta,28.0,es ESP,LB,90.0,67.0,84.0,79.8,1114.0,506.0,0.0,2.0,0.0,58.0,65.0,89.2,9.0,17.0,52.9,0,0.0,0.0,6.0,0.0,0.0,6.0,January-1-2020,Chelsea,Brighton
5525,Kurt Zouma,15.0,fr FRA,CB,90.0,57.0,65.0,87.7,1320.0,394.0,1.0,2.0,50.0,36.0,38.0,94.7,20.0,25.0,80.0,0,0.3,1.0,2.0,1.0,0.0,2.0,January-1-2020,Chelsea,Brighton
5526,Antonio RÃ¼diger,2.0,de GER,CB,90.0,49.0,61.0,80.3,1238.0,469.0,0.0,1.0,0.0,29.0,34.0,85.3,20.0,26.0,76.9,0,0.0,0.0,3.0,0.0,0.0,1.0,January-1-2020,Chelsea,Brighton
5527,Reece James,24.0,eng ENG,RB,90.0,55.0,70.0,78.6,998.0,407.0,0.0,0.0,,44.0,53.0,83.0,11.0,17.0,64.7,0,0.0,1.0,2.0,1.0,0.0,7.0,January-1-2020,Chelsea,Brighton
5528,Kepa Arrizabalaga,1.0,es ESP,GK,90.0,24.0,29.0,82.8,622.0,268.0,0.0,0.0,,15.0,15.0,100.0,9.0,14.0,64.3,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Chelsea,Brighton
5529,Joelinton,9.0,br BRA,FW,90.0,12.0,21.0,57.1,152.0,44.0,1.0,1.0,100.0,9.0,16.0,56.3,2.0,4.0,50.0,0,0.0,0.0,1.0,0.0,0.0,2.0,January-1-2020,Newcastle Utd,Leicester City
5530,Miguel AlmirÃ³n,24.0,py PAR,LW,90.0,12.0,18.0,66.7,172.0,36.0,0.0,2.0,0.0,11.0,14.0,78.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Newcastle Utd,Leicester City
5531,Yoshinori MutÅ,13.0,jp JPN,RW,90.0,9.0,10.0,90.0,139.0,55.0,0.0,0.0,,9.0,10.0,90.0,0.0,0.0,,0,0.1,2.0,0.0,2.0,1.0,2.0,January-1-2020,Newcastle Utd,Leicester City
5532,Jonjo Shelvey,8.0,eng ENG,CM,45.0,19.0,30.0,63.3,482.0,171.0,0.0,0.0,,10.0,16.0,62.5,9.0,14.0,64.3,0,0.5,3.0,6.0,0.0,0.0,5.0,January-1-2020,Newcastle Utd,Leicester City
5533,Sean Longstaff,36.0,eng ENG,CM,45.0,5.0,7.0,71.4,109.0,37.0,0.0,0.0,,4.0,6.0,66.7,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,January-1-2020,Newcastle Utd,Leicester City
5534,Isaac Hayden,14.0,eng ENG,CM,90.0,16.0,19.0,84.2,234.0,56.0,1.0,1.0,100.0,13.0,15.0,86.7,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,2.0,January-1-2020,Newcastle Utd,Leicester City
5535,Jetro Willems,15.0,nl NED,WB,44.0,11.0,14.0,78.6,131.0,19.0,0.0,1.0,0.0,11.0,13.0,84.6,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,January-1-2020,Newcastle Utd,Leicester City
5536,DeAndre Yedlin,22.0,us USA,WB,46.0,7.0,10.0,70.0,111.0,7.0,1.0,2.0,50.0,5.0,7.0,71.4,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Newcastle Utd,Leicester City
5537,Javier Manquillo,19.0,es ESP,WB,44.0,5.0,10.0,50.0,77.0,33.0,0.0,1.0,0.0,4.0,6.0,66.7,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Newcastle Utd,Leicester City
5538,Emil Krafth,17.0,se SWE,WB,46.0,12.0,18.0,66.7,195.0,92.0,0.0,0.0,,11.0,15.0,73.3,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,2.0,January-1-2020,Newcastle Utd,Leicester City
5539,Florian Lejeune,20.0,fr FRA,CB,90.0,19.0,32.0,59.4,352.0,167.0,0.0,0.0,,16.0,23.0,69.6,3.0,9.0,33.3,0,0.0,0.0,2.0,0.0,0.0,4.0,January-1-2020,Newcastle Utd,Leicester City
5540,Federico FernÃ¡ndez,18.0,ar ARG,CB,90.0,23.0,36.0,63.9,524.0,311.0,0.0,2.0,0.0,16.0,23.0,69.6,7.0,11.0,63.6,0,0.0,0.0,0.0,1.0,0.0,5.0,January-1-2020,Newcastle Utd,Leicester City
5541,Fabian SchÃ¤r,5.0,ch SUI,CB,90.0,15.0,21.0,71.4,425.0,136.0,0.0,0.0,,9.0,11.0,81.8,6.0,10.0,60.0,0,0.0,0.0,2.0,0.0,0.0,1.0,January-1-2020,Newcastle Utd,Leicester City
5542,Martin DÃºbravka,1.0,sk SVK,GK,90.0,18.0,32.0,56.3,742.0,565.0,1.0,1.0,100.0,4.0,4.0,100.0,13.0,27.0,48.1,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Newcastle Utd,Leicester City
5543,Ayoze PÃ©rez,17.0,es ESP,FW,90.0,24.0,27.0,88.9,308.0,45.0,1.0,1.0,100.0,22.0,23.0,95.7,1.0,3.0,33.3,1,0.3,3.0,1.0,2.0,0.0,3.0,January-1-2020,Leicester City,Newcastle Utd
5544,Kelechi Iheanacho,14.0,ng NGA,FW,62.0,12.0,17.0,70.6,186.0,17.0,0.0,2.0,0.0,11.0,14.0,78.6,1.0,1.0,100.0,0,0.1,2.0,0.0,1.0,0.0,2.0,January-1-2020,Leicester City,Newcastle Utd
5545,Demarai Gray,7.0,eng ENG,FW,28.0,14.0,14.0,100.0,203.0,6.0,0.0,0.0,,12.0,12.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,1.0,0.0,1.0,January-1-2020,Leicester City,Newcastle Utd
5546,James Maddison,10.0,eng ENG,CM,76.0,75.0,92.0,81.5,1624.0,424.0,0.0,2.0,0.0,47.0,57.0,82.5,28.0,33.0,84.8,0,0.3,3.0,6.0,2.0,0.0,12.0,January-1-2020,Leicester City,Newcastle Utd
5547,Hamza Choudhury,20.0,eng ENG,CM,14.0,22.0,23.0,95.7,398.0,63.0,0.0,0.0,,20.0,20.0,100.0,2.0,3.0,66.7,0,0.0,0.0,4.0,0.0,0.0,1.0,January-1-2020,Leicester City,Newcastle Utd
5548,Youri Tielemans,8.0,be BEL,CM,90.0,54.0,70.0,77.1,807.0,207.0,1.0,2.0,50.0,46.0,56.0,82.1,7.0,12.0,58.3,0,0.3,2.0,5.0,1.0,0.0,4.0,January-1-2020,Leicester City,Newcastle Utd
5549,Wilfred Ndidi,25.0,ng NGA,DM,90.0,69.0,76.0,90.8,1193.0,235.0,2.0,4.0,50.0,54.0,57.0,94.7,13.0,15.0,86.7,1,0.1,1.0,3.0,0.0,0.0,1.0,January-1-2020,Leicester City,Newcastle Utd
5550,Ben Chilwell,3.0,eng ENG,WB,90.0,69.0,84.0,82.1,1029.0,145.0,0.0,2.0,0.0,64.0,70.0,91.4,5.0,12.0,41.7,0,0.0,0.0,3.0,0.0,0.0,2.0,January-1-2020,Leicester City,Newcastle Utd
5551,Ricardo Pereira,21.0,pt POR,WB,90.0,68.0,74.0,91.9,1101.0,286.0,1.0,4.0,25.0,61.0,62.0,98.4,6.0,8.0,75.0,0,0.0,0.0,1.0,4.0,1.0,7.0,January-1-2020,Leicester City,Newcastle Utd
5552,Christian Fuchs,28.0,at AUT,CB,90.0,125.0,134.0,93.3,2267.0,778.0,0.0,0.0,,102.0,107.0,95.3,23.0,27.0,85.2,0,0.0,0.0,23.0,1.0,0.0,13.0,January-1-2020,Leicester City,Newcastle Utd
5553,Jonny Evans,6.0,nir NIR,CB,83.0,92.0,93.0,98.9,2169.0,612.0,0.0,0.0,,60.0,60.0,100.0,32.0,33.0,97.0,0,0.0,0.0,8.0,0.0,0.0,2.0,January-1-2020,Leicester City,Newcastle Utd
5554,Wes Morgan,5.0,jm JAM,CB,7.0,13.0,13.0,100.0,233.0,114.0,0.0,0.0,,12.0,12.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Leicester City,Newcastle Utd
5555,ÃaÄlar SÃ¶yÃ¼ncÃ¼,4.0,tr TUR,CB,90.0,121.0,125.0,96.8,2387.0,646.0,0.0,0.0,,91.0,94.0,96.8,30.0,31.0,96.8,0,0.0,0.0,17.0,0.0,0.0,4.0,January-1-2020,Leicester City,Newcastle Utd
5556,Kasper Schmeichel,1.0,dk DEN,GK,90.0,15.0,17.0,88.2,380.0,202.0,0.0,0.0,,9.0,9.0,100.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Leicester City,Newcastle Utd
5557,Nathan Redmond,22.0,eng ENG,"FW,CM",90.0,15.0,21.0,71.4,177.0,62.0,1.0,2.0,50.0,13.0,18.0,72.2,1.0,1.0,100.0,0,0.1,2.0,3.0,1.0,1.0,2.0,January-1-2020,Southampton,Tottenham
5558,Danny Ings,9.0,eng ENG,FW,75.0,9.0,19.0,47.4,158.0,38.0,1.0,3.0,33.3,7.0,13.0,53.8,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,1.0,January-1-2020,Southampton,Tottenham
5559,Michael Obafemi,20.0,ie IRL,FW,15.0,3.0,4.0,75.0,55.0,15.0,0.0,0.0,,2.0,3.0,66.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Southampton,Tottenham
5560,Moussa Djenepo,12.0,ml MLI,CM,57.0,10.0,11.0,90.9,171.0,121.0,1.0,1.0,100.0,7.0,7.0,100.0,2.0,3.0,66.7,0,0.1,1.0,1.0,2.0,0.0,3.0,January-1-2020,Southampton,Tottenham
5561,Shane Long,7.0,ie IRL,FW,33.0,9.0,17.0,52.9,102.0,12.0,0.0,0.0,,9.0,16.0,56.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Southampton,Tottenham
5562,Stuart Armstrong,17.0,sco SCO,CM,89.0,19.0,26.0,73.1,239.0,84.0,2.0,2.0,100.0,16.0,21.0,76.2,1.0,3.0,33.3,0,0.3,2.0,0.0,1.0,0.0,2.0,January-1-2020,Southampton,Tottenham
5563,Oriol Romeu,14.0,es ESP,CM,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Southampton,Tottenham
5564,Pierre HÃ¸jbjerg,23.0,dk DEN,DM,90.0,35.0,51.0,68.6,717.0,150.0,2.0,2.0,100.0,23.0,29.0,79.3,10.0,20.0,50.0,0,0.0,1.0,6.0,0.0,0.0,3.0,January-1-2020,Southampton,Tottenham
5565,James Ward-Prowse,16.0,eng ENG,DM,90.0,32.0,52.0,61.5,600.0,273.0,1.0,2.0,50.0,24.0,33.0,72.7,7.0,17.0,41.2,0,0.4,2.0,4.0,0.0,0.0,9.0,January-1-2020,Southampton,Tottenham
5566,Ryan Bertrand,21.0,eng ENG,LB,90.0,29.0,37.0,78.4,541.0,211.0,0.0,1.0,0.0,22.0,28.0,78.6,7.0,8.0,87.5,0,0.1,2.0,2.0,1.0,1.0,6.0,January-1-2020,Southampton,Tottenham
5567,Jan Bednarek,35.0,pl POL,CB,90.0,23.0,38.0,60.5,424.0,180.0,1.0,1.0,100.0,18.0,26.0,69.2,4.0,11.0,36.4,0,0.0,0.0,2.0,0.0,0.0,0.0,January-1-2020,Southampton,Tottenham
5568,Jack Stephens,5.0,eng ENG,CB,90.0,22.0,41.0,53.7,538.0,237.0,0.0,0.0,,12.0,17.0,70.6,10.0,24.0,41.7,1,0.3,1.0,4.0,1.0,0.0,5.0,January-1-2020,Southampton,Tottenham
5569,CÃ©dric Soares,2.0,pt POR,RB,90.0,34.0,47.0,72.3,597.0,348.0,0.0,0.0,,29.0,35.0,82.9,5.0,12.0,41.7,0,0.1,1.0,2.0,2.0,1.0,8.0,January-1-2020,Southampton,Tottenham
5570,Alex McCarthy,1.0,eng ENG,GK,90.0,10.0,22.0,45.5,532.0,453.0,0.0,0.0,,2.0,2.0,100.0,8.0,20.0,40.0,0,0.0,0.0,1.0,0.0,0.0,0.0,January-1-2020,Southampton,Tottenham
5571,Harry Kane,10.0,eng ENG,FW,74.0,10.0,17.0,58.8,151.0,41.0,0.0,0.0,,8.0,13.0,61.5,2.0,4.0,50.0,0,0.1,1.0,1.0,0.0,0.0,1.0,January-1-2020,Tottenham,Southampton
5572,Ãrik Lamela,11.0,ar ARG,AM,16.0,4.0,10.0,40.0,72.0,12.0,0.0,0.0,,2.0,6.0,33.3,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,January-1-2020,Tottenham,Southampton
5573,Lucas Moura,27.0,br BRA,AM,90.0,17.0,28.0,60.7,259.0,89.0,0.0,0.0,,17.0,27.0,63.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,4.0,January-1-2020,Tottenham,Southampton
5574,Dele Alli,20.0,eng ENG,"AM,FW",90.0,26.0,30.0,86.7,387.0,90.0,1.0,1.0,100.0,20.0,22.0,90.9,5.0,7.0,71.4,0,0.0,0.0,2.0,0.0,0.0,3.0,January-1-2020,Tottenham,Southampton
5575,Christian Eriksen,23.0,dk DEN,CM,90.0,54.0,77.0,70.1,1023.0,199.0,0.0,0.0,,42.0,47.0,89.4,12.0,30.0,40.0,0,0.0,0.0,8.0,0.0,0.0,4.0,January-1-2020,Tottenham,Southampton
5576,Moussa Sissoko,17.0,fr FRA,"DM,CM",90.0,30.0,34.0,88.2,445.0,75.0,3.0,3.0,100.0,26.0,28.0,92.9,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,2.0,January-1-2020,Tottenham,Southampton
5577,Tanguy Ndombele,28.0,fr FRA,DM,24.0,9.0,12.0,75.0,200.0,87.0,0.0,0.0,,6.0,9.0,66.7,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,2.0,January-1-2020,Tottenham,Southampton
5578,Giovani Lo Celso,18.0,ar ARG,CM,66.0,18.0,22.0,81.8,272.0,93.0,0.0,0.0,,16.0,20.0,80.0,2.0,2.0,100.0,0,0.1,1.0,1.0,0.0,0.0,3.0,January-1-2020,Tottenham,Southampton
5579,Ryan Sessegnon,19.0,eng ENG,LB,90.0,39.0,57.0,68.4,654.0,221.0,0.0,1.0,0.0,34.0,41.0,82.9,5.0,15.0,33.3,0,0.0,0.0,2.0,1.0,1.0,6.0,January-1-2020,Tottenham,Southampton
5580,Jan Vertonghen,5.0,be BEL,CB,90.0,55.0,75.0,73.3,1267.0,307.0,0.0,2.0,0.0,38.0,43.0,88.4,17.0,30.0,56.7,0,0.0,0.0,2.0,0.0,0.0,4.0,January-1-2020,Tottenham,Southampton
5581,Toby Alderweireld,4.0,be BEL,CB,90.0,61.0,71.0,85.9,1422.0,397.0,0.0,0.0,,37.0,38.0,97.4,24.0,33.0,72.7,0,0.0,0.0,6.0,2.0,1.0,5.0,January-1-2020,Tottenham,Southampton
5582,Serge Aurier,24.0,ci CIV,RB,90.0,49.0,64.0,76.6,773.0,233.0,2.0,4.0,50.0,42.0,50.0,84.0,5.0,10.0,50.0,0,0.0,1.0,3.0,1.0,1.0,7.0,January-1-2020,Tottenham,Southampton
5583,Paulo Gazzaniga,22.0,ar ARG,GK,90.0,18.0,28.0,64.3,542.0,362.0,0.0,0.0,,12.0,12.0,100.0,6.0,16.0,37.5,0,0.0,0.0,2.0,0.0,0.0,0.0,January-1-2020,Tottenham,Southampton
5584,Troy Deeney,9.0,eng ENG,"FW,AM",90.0,19.0,32.0,59.4,253.0,97.0,1.0,4.0,25.0,17.0,26.0,65.4,1.0,2.0,50.0,0,0.3,2.0,2.0,1.0,0.0,3.0,January-1-2020,Watford,Wolves
5585,Gerard Deulofeu,7.0,es ESP,LW,72.0,25.0,30.0,83.3,385.0,58.0,2.0,4.0,50.0,20.0,23.0,87.0,3.0,3.0,100.0,1,0.4,2.0,1.0,2.0,0.0,2.0,January-1-2020,Watford,Wolves
5586,Adam Masina,11.0,it ITA,RB,18.0,3.0,5.0,60.0,88.0,48.0,0.0,0.0,,1.0,1.0,100.0,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,January-1-2020,Watford,Wolves
5587,Ismaila Sarr,23.0,sn SEN,"RW,CM",89.0,20.0,22.0,90.9,321.0,48.0,2.0,2.0,100.0,16.0,18.0,88.9,2.0,2.0,100.0,1,0.1,2.0,1.0,1.0,0.0,2.0,January-1-2020,Watford,Wolves
5588,Roberto Pereyra,37.0,ar ARG,CM,1.0,1.0,1.0,100.0,5.0,3.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Watford,Wolves
5589,Abdoulaye DoucourÃ©,16.0,fr FRA,"AM,DM",90.0,35.0,46.0,76.1,488.0,147.0,3.0,6.0,50.0,29.0,34.0,85.3,3.0,6.0,50.0,0,0.1,2.0,4.0,1.0,0.0,3.0,January-1-2020,Watford,Wolves
5590,Ãtienne Capoue,29.0,fr FRA,DM,90.0,31.0,43.0,72.1,574.0,105.0,1.0,2.0,50.0,26.0,28.0,92.9,4.0,13.0,30.8,0,0.0,0.0,3.0,0.0,0.0,3.0,January-1-2020,Watford,Wolves
5591,Nathaniel Chalobah,14.0,eng ENG,"DM,CM",90.0,27.0,33.0,81.8,453.0,113.0,1.0,2.0,50.0,22.0,26.0,84.6,4.0,5.0,80.0,0,0.0,0.0,3.0,0.0,0.0,3.0,January-1-2020,Watford,Wolves
5592,Kiko FemenÃ­a,21.0,es ESP,LB,59.0,25.0,32.0,78.1,398.0,131.0,0.0,2.0,0.0,21.0,24.0,87.5,4.0,6.0,66.7,0,0.0,0.0,0.0,1.0,1.0,4.0,January-1-2020,Watford,Wolves
5593,JosÃ© Holebas,25.0,gr GRE,LB,31.0,1.0,6.0,16.7,27.0,24.0,0.0,0.0,,0.0,1.0,0.0,1.0,5.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Watford,Wolves
5594,Craig Cathcart,15.0,nir NIR,CB,90.0,24.0,29.0,82.8,432.0,148.0,0.0,0.0,,19.0,20.0,95.0,5.0,9.0,55.6,0,0.0,0.0,0.0,0.0,0.0,1.0,January-1-2020,Watford,Wolves
5595,Christian Kabasele,27.0,be BEL,"CB,FW",70.0,16.0,21.0,76.2,349.0,131.0,2.0,2.0,100.0,7.0,7.0,100.0,7.0,12.0,58.3,0,0.0,0.0,1.0,0.0,0.0,0.0,January-1-2020,Watford,Wolves
5596,Craig Dawson,4.0,eng ENG,"RB,CB",90.0,24.0,35.0,68.6,435.0,332.0,0.0,0.0,,19.0,22.0,86.4,5.0,13.0,38.5,0,0.0,0.0,1.0,0.0,0.0,8.0,January-1-2020,Watford,Wolves
5597,Ben Foster,26.0,eng ENG,GK,90.0,18.0,31.0,58.1,1091.0,1021.0,0.0,0.0,,1.0,1.0,100.0,17.0,30.0,56.7,0,0.0,0.0,3.0,0.0,0.0,0.0,January-1-2020,Watford,Wolves
5598,RaÃºl JimÃ©nez,9.0,mx MEX,FW,90.0,15.0,17.0,88.2,204.0,57.0,0.0,0.0,,14.0,15.0,93.3,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,2.0,January-1-2020,Wolves,Watford
5599,Pedro Neto,7.0,pt POR,LW,65.0,21.0,31.0,67.7,387.0,91.0,1.0,2.0,50.0,15.0,22.0,68.2,5.0,7.0,71.4,0,0.0,1.0,2.0,0.0,0.0,4.0,January-1-2020,Wolves,Watford
5600,Diogo Jota,18.0,pt POR,LW,25.0,9.0,11.0,81.8,139.0,19.0,1.0,1.0,100.0,6.0,8.0,75.0,2.0,2.0,100.0,0,0.1,2.0,0.0,0.0,0.0,0.0,January-1-2020,Wolves,Watford
5601,Adama TraorÃ©,37.0,es ESP,RW,90.0,17.0,39.0,43.6,283.0,71.0,0.0,0.0,,13.0,26.0,50.0,4.0,13.0,30.8,0,0.2,2.0,2.0,1.0,1.0,4.0,January-1-2020,Wolves,Watford
5602,JoÃ£o Moutinho,28.0,pt POR,DM,90.0,70.0,86.0,81.4,1590.0,323.0,0.0,1.0,0.0,45.0,49.0,91.8,25.0,36.0,69.4,1,0.1,2.0,11.0,1.0,0.0,8.0,January-1-2020,Wolves,Watford
5603,Leander Dendoncker,32.0,be BEL,"DM,CB",90.0,52.0,60.0,86.7,1083.0,217.0,0.0,0.0,,40.0,46.0,87.0,12.0,14.0,85.7,0,0.2,1.0,3.0,0.0,0.0,4.0,January-1-2020,Wolves,Watford
5604,Jonny Castro,19.0,es ESP,WB,53.0,22.0,26.0,84.6,398.0,172.0,0.0,0.0,,19.0,22.0,86.4,3.0,4.0,75.0,0,0.0,0.0,4.0,1.0,0.0,5.0,January-1-2020,Wolves,Watford
5605,RÃºben Vinagre,29.0,pt POR,WB,37.0,21.0,25.0,84.0,442.0,56.0,0.0,0.0,,15.0,17.0,88.2,6.0,8.0,75.0,0,0.3,1.0,1.0,1.0,1.0,1.0,January-1-2020,Wolves,Watford
5606,Matt Doherty,2.0,ie IRL,WB,90.0,46.0,55.0,83.6,861.0,234.0,0.0,0.0,,35.0,41.0,85.4,11.0,14.0,78.6,0,0.0,0.0,4.0,1.0,1.0,6.0,January-1-2020,Wolves,Watford
5607,Romain SaÃ¯ss,27.0,ma MAR,CB,90.0,73.0,85.0,85.9,1637.0,576.0,1.0,2.0,50.0,48.0,51.0,94.1,24.0,32.0,75.0,0,0.0,0.0,10.0,1.0,0.0,11.0,January-1-2020,Wolves,Watford
5608,Conor Coady,16.0,eng ENG,CB,90.0,72.0,79.0,91.1,1846.0,597.0,0.0,1.0,0.0,40.0,41.0,97.6,32.0,37.0,86.5,0,0.3,1.0,8.0,1.0,0.0,5.0,January-1-2020,Wolves,Watford
5609,Ryan Bennett,5.0,eng ENG,CB,53.0,30.0,35.0,85.7,574.0,122.0,0.0,1.0,0.0,21.0,21.0,100.0,9.0,13.0,69.2,0,0.0,0.0,3.0,0.0,0.0,1.0,January-1-2020,Wolves,Watford
5610,RÃºben Neves,8.0,pt POR,DM,37.0,37.0,41.0,90.2,893.0,108.0,0.0,1.0,0.0,21.0,22.0,95.5,16.0,18.0,88.9,0,0.0,0.0,6.0,0.0,0.0,2.0,January-1-2020,Wolves,Watford
5611,Rui PatrÃ­cio,11.0,pt POR,GK,90.0,22.0,27.0,81.5,707.0,479.0,0.0,0.0,,9.0,9.0,100.0,13.0,18.0,72.2,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Wolves,Watford
5612,SÃ©bastien Haller,22.0,fr FRA,FW,90.0,18.0,30.0,60.0,240.0,73.0,1.0,1.0,100.0,17.0,26.0,65.4,0.0,3.0,0.0,0,0.0,0.0,2.0,2.0,0.0,3.0,January-1-2020,West Ham,Bournemouth
5613,Felipe Anderson,8.0,br BRA,AM,67.0,21.0,28.0,75.0,281.0,78.0,1.0,2.0,50.0,20.0,26.0,76.9,0.0,0.0,,0,0.0,0.0,0.0,2.0,0.0,2.0,January-1-2020,West Ham,Bournemouth
5614,Manuel Lanzini,10.0,ar ARG,AM,23.0,20.0,20.0,100.0,378.0,38.0,0.0,0.0,,14.0,14.0,100.0,6.0,6.0,100.0,0,0.1,1.0,1.0,1.0,0.0,2.0,January-1-2020,West Ham,Bournemouth
5615,Pablo Fornals,18.0,es ESP,CM,90.0,36.0,47.0,76.6,578.0,106.0,0.0,2.0,0.0,33.0,36.0,91.7,3.0,9.0,33.3,0,0.0,0.0,0.0,1.0,0.0,3.0,January-1-2020,West Ham,Bournemouth
5616,Mark Noble,16.0,eng ENG,CM,90.0,48.0,55.0,87.3,823.0,259.0,0.0,0.0,,41.0,44.0,93.2,7.0,11.0,63.6,0,0.0,1.0,7.0,1.0,0.0,4.0,January-1-2020,West Ham,Bournemouth
5617,Robert Snodgrass,11.0,sco SCO,CM,82.0,24.0,33.0,72.7,490.0,229.0,0.0,3.0,0.0,18.0,21.0,85.7,6.0,9.0,66.7,1,0.1,3.0,3.0,1.0,0.0,4.0,January-1-2020,West Ham,Bournemouth
5618,Arthur Masuaku,26.0,cd COD,CM,8.0,16.0,16.0,100.0,309.0,64.0,0.0,0.0,,11.0,11.0,100.0,5.0,5.0,100.0,0,0.0,0.0,2.0,0.0,0.0,2.0,January-1-2020,West Ham,Bournemouth
5619,Declan Rice,41.0,eng ENG,DM,90.0,49.0,56.0,87.5,1036.0,318.0,0.0,2.0,0.0,37.0,39.0,94.9,12.0,15.0,80.0,1,0.4,1.0,5.0,0.0,0.0,4.0,January-1-2020,West Ham,Bournemouth
5620,Aaron Cresswell,3.0,eng ENG,LB,90.0,42.0,58.0,72.4,717.0,341.0,0.0,2.0,0.0,34.0,40.0,85.0,8.0,16.0,50.0,0,0.1,2.0,4.0,1.0,0.0,8.0,January-1-2020,West Ham,Bournemouth
